[2516, 5.23, 4.8, 5.00, 4.96, 1729]
[2520, 29.95, 28.9, 29.75, 29.20, 2372]
[2524, 35.45, 32.55, 32.65, 33.65, 245]
[2527, 21.15, 20.65, 20.75, 20.80, 306]
[2528, 16.15, 15.85, 16.00, 16.10, 731]
[2530, 17.65, 17.15, 17.50, 17.20, 2635]
[2534, 23.15, 22.8, 23.00, 23.10, 2460]
[2535, 30.15, 29.9, 30.10, 30.00, 635]
[2536, 22.55, 22.4, 22.55, 22.45, 223]
[2537, 7.19, 7.0, 7.15, 7.00, 2595]
[2538, 13.15, 12.45, 13.10, 12.55, 2557]
[2539, 32.45, 32.0, 32.10, 32.30, 773]
[2540, 72.1, 70.5, 71.60, 72.10, 794]
[2542, 40.9, 40.3, 40.55, 40.70, 8724]
[2543, 9.35, 8.96, 9.30, 8.96, 524]
[2545, 40.6, 40.05, 40.30, 40.40, 572]
[2546, 54.4, 52.0, 53.00, 53.90, 758]
[2547, 9.13, 9.04, 9.09, 9.05, 1289]
[2548, 89.3, 88.1, 89.10, 88.50, 1158]
[2596, 18.05, 17.5, 17.95, 17.80, 139]
[2597, 126.5, 121.5, 124.00, 121.50, 398]
[2601, 8.78, 8.53, 8.64, 8.56, 4980]
[2603, 160.0, 152.5, 158.00, 152.50, 87405]
[2605, 19.6, 18.85, 19.20, 19.45, 6649]
[2606, 49.1, 46.1, 46.80, 49.05, 16985]
[2607, 28.0, 26.85, 27.75, 26.90, 11365]
[2608, 39.5, 38.5, 39.30, 38.50, 1261]
[2609, 64.3, 62.0, 63.80, 62.00, 101413]
[2610, 19.55, 18.9, 19.25, 19.05, 133689]
[2611, 13.75, 13.3, 13.60, 13.35, 1864]
[2612, 39.6, 37.5, 38.25, 38.00, 3104]
[2613, 22.05, 21.4, 22.00, 21.40, 1087]
[2614, 24.2, 23.35, 23.90, 23.50, 16756]
[2615, 78.6, 73.9, 77.70, 74.10, 62869]
[2616, 31.8, 30.7, 31.80, 31.05, 1296]
[2617, 26.45, 25.7, 26.00, 26.05, 3631]
[2618, 29.15, 28.15, 28.45, 28.35, 128654]
[2630, 16.7, 16.55, 16.65, 16.70, 151]
[2633, 29.35, 28.6, 29.30, 28.65, 15473]
[2634, 35.6, 34.8, 35.25, 34.85, 19915]
[2636, 67.3, 64.0, 66.80, 64.10, 4087]
[2637, 61.5, 59.2, 60.20, 59.20, 15555]
[2640, 90.5, 88.3, 89.30, 88.40, 143]
[2641, 18.25, 17.8, 18.15, 17.85, 5695]
[2642, 53.0, 49.9, 53.00, 49.90, 2059]
[2643, 68.4, 67.2, 67.70, 67.80, 153]
[2701, 12.2, 12.05, 12.15, 12.10, 523]
[2702, 23.2, 22.65, 22.75, 22.90, 1460]
[2704, 33.15, 32.25, 32.60, 32.25, 787]
[2705, 16.95, 16.75, 16.90, 16.80, 410]
