['1101', '32.75', '32.35', '32.40', '32.40', '17112', 'tse']
['1102', '44.25', '43.70', '43.80', '43.95', '6502', 'tse']
['1103', '18.75', '18.50', '18.70', '18.55', '972', 'tse']
['1104', '35.70', '35.20', '35.70', '35.25', '1622', 'tse']
['1108', '17.40', '17.00', '17.40', '17.10', '1756', 'tse']
['1109', '21.05', '20.35', '21.05', '20.70', '1394', 'tse']
['1110', '21.25', '20.70', '20.80', '20.75', '565', 'tse']
['1201', '19.00', '18.90', '18.95', '19.00', '257', 'tse']
['1203', '50.30', '49.95', '50.10', '49.95', '18', 'tse']
['1210', '57.60', '57.00', '57.60', '57.00', '998', 'tse']
['1213', '7.18', '6.95', '6.95', '7.09', '4', 'tse']
['1215', '106.50', '105.50', '106.50', '105.50', '177', 'tse']
['1216', '77.20', '75.90', '76.50', '76.00', '11020', 'tse']
['1217', '12.35', '12.10', '12.35', '12.15', '2394', 'tse']
['1218', '22.50', '21.95', '22.50', '22.05', '1747', 'tse']
['1219', '19.40', '19.20', '19.30', '19.25', '610', 'tse']
['1220', '17.50', '17.10', '17.35', '17.25', '1081', 'tse']
['1225', '62.80', '61.50', '61.50', '62.80', '43', 'tse']
['1227', '38.75', '38.50', '38.50', '38.50', '550', 'tse']
['1229', '67.00', '66.50', '66.60', '66.60', '581', 'tse']
['1231', '99.00', '97.50', '99.00', '97.50', '100', 'tse']
['1232', '146.50', '145.50', '145.50', '145.50', '82', 'tse']
['1233', '33.90', '33.60', '33.60', '33.90', '17', 'tse']
['1234', '42.40', '42.15', '42.20', '42.20', '153', 'tse']
['1235', '83.00', '82.70', '82.70', '82.90', '15', 'tse']
['1236', '23.95', '23.85', '23.95', '23.85', '19', 'tse']
['1240', '53.10', '51.30', '51.90', '52.00', '81', 'otc']
['1256', '218.00', '216.00', '216.50', '216.00', '18', 'tse']
['1259', '74.20', '74.10', '74.20', '74.10', '15', 'otc']
['1264', '301.00', '300.50', '300.50', '300.50', '4', 'otc']
['1268', '159.00', '156.50', '157.50', '158.00', '84', 'otc']
['1301', '69.70', '68.20', '69.00', '68.30', '8806', 'tse']
['1303', '57.90', '56.70', '57.50', '56.80', '8385', 'tse']
['1304', '16.35', '16.10', '16.25', '16.10', '2540', 'tse']
['1305', '18.50', '18.15', '18.25', '18.15', '1139', 'tse']
['1307', '31.45', '30.80', '31.15', '30.90', '554', 'tse']
['1308', '19.60', '19.05', '19.40', '19.05', '993', 'tse']
['1309', '15.60', '15.35', '15.45', '15.35', '542', 'tse']
['1310', '13.45', '13.30', '13.30', '13.30', '723', 'tse']
['1312', '13.70', '13.45', '13.60', '13.45', '2157', 'tse']
