['1101', '31.85', '31.60', '31.85', '31.80', '17483', 'tse']
['1102', '40.45', '40.15', '40.15', '40.40', '2873', 'tse']
['1103', '17.40', '17.20', '17.30', '17.35', '194', 'tse']
['1104', '31.75', '31.00', '31.00', '31.70', '2155', 'tse']
['1108', '15.90', '15.65', '15.65', '15.80', '877', 'tse']
['1109', '17.70', '17.55', '17.60', '17.55', '296', 'tse']
['1110', '18.10', '17.90', '18.00', '17.90', '43', 'tse']
['1201', '19.00', '18.80', '18.90', '18.90', '207', 'tse']
['1203', '51.50', '50.30', '51.00', '51.40', '24', 'tse']
['1210', '60.10', '59.40', '59.40', '59.60', '1599', 'tse']
['1213', '7.10', '6.98', '7.00', '7.10', '114', 'tse']
['1215', '99.50', '98.70', '98.80', '99.20', '320', 'tse']
['1216', '76.80', '75.50', '76.50', '76.60', '8602', 'tse']
['1217', '11.80', '11.65', '11.65', '11.70', '548', 'tse']
['1218', '21.75', '21.25', '21.25', '21.30', '748', 'tse']
['1219', '18.65', '18.50', '18.60', '18.65', '321', 'tse']
['1220', '14.10', '13.90', '13.90', '13.95', '169', 'tse']
['1225', '55.60', '55.00', '55.00', '55.60', '76', 'tse']
['1227', '37.45', '37.20', '37.25', '37.45', '364', 'tse']
['1229', '69.70', '67.20', '67.40', '68.80', '4137', 'tse']
['1231', '93.50', '91.30', '93.00', '92.20', '1388', 'tse']
['1232', '144.50', '143.00', '143.00', '143.50', '62', 'tse']
['1233', '34.35', '33.00', '34.35', '34.30', '57', 'tse']
['1234', '40.15', '40.00', '40.00', '40.15', '124', 'tse']
['1235', '81.90', '80.00', '80.20', '80.00', '23', 'tse']
['1236', '23.60', '23.45', '23.45', '23.55', '18', 'tse']
['1240', '49.35', '49.00', '49.00', '49.15', '50', 'otc']
['1256', '240.00', '235.50', '238.00', '235.50', '34', 'tse']
['1259', '74.10', '73.10', '73.10', '74.00', '12', 'otc']
['1264', '309.50', '308.00', '308.00', '309.50', '5', 'otc']
['1268', '154.00', '152.50', '153.00', '153.50', '100', 'otc']
['1301', '69.30', '67.80', '68.00', '68.90', '10343', 'tse']
['1303', '56.50', '55.30', '55.30', '56.10', '6073', 'tse']
['1304', '17.55', '17.00', '17.00', '17.30', '1347', 'tse']
['1305', '19.50', '19.10', '19.20', '19.20', '1349', 'tse']
['1307', '26.70', '26.15', '26.15', '26.45', '402', 'tse']
['1308', '21.10', '20.55', '20.70', '20.75', '1499', 'tse']
['1309', '15.75', '15.35', '15.50', '15.45', '982', 'tse']
['1310', '13.75', '13.50', '13.60', '13.75', '677', 'tse']
['1312', '13.75', '13.50', '13.55', '13.75', '2120', 'tse']
['1313', '13.80', '13.60', '13.60', '13.75', '1636', 'tse']
['1314', '9.25', '9.17', '9.18', '9.22', '7551', 'tse']
['1315', '72.50', '72.20', '72.30', '72.20', '15', 'tse']
['1316', '23.50', '22.15', '22.30', '22.80', '51622', 'tse']
['1319', '102.00', '97.20', '98.00', '98.40', '7979', 'tse']
['1321', '35.80', '35.55', '35.65', '35.60', '59', 'tse']
['1323', '31.10', '30.95', '31.05', '30.95', '53', 'tse']
['1324', '15.75', '15.40', '15.70', '15.60', '161', 'tse']
['1325', '32.40', '31.20', '31.20', '32.10', '949', 'tse']
['1326', '55.70', '54.80', '54.80', '55.30', '3290', 'tse']
['1336', '21.30', '21.10', '21.10', '21.15', '58', 'otc']
['1337', '7.65', '7.40', '7.40', '7.52', '301', 'tse']
['1338', '37.40', '36.85', '37.05', '37.00', '53', 'tse']
['1339', '68.70', '66.40', '67.20', '66.70', '437', 'tse']
['1340', '10.70', '10.50', '10.65', '10.70', '228', 'tse']
['1341', '64.50', '64.00', '64.50', '64.20', '29', 'tse']
['1342', '136.00', '132.00', '132.00', '136.00', '1264', 'tse']
['1402', '32.50', '32.05', '32.40', '32.50', '3552', 'tse']
['1409', '16.35', '16.10', '16.25', '16.20', '3039', 'tse']
['1410', '37.15', '36.70', '36.95', '36.70', '200', 'tse']
['1413', '9.07', '8.80', '8.88', '8.94', '150', 'tse']
['1414', '18.55', '17.80', '17.95', '18.25', '338', 'tse']
['1416', '13.60', '12.60', '13.00', '12.90', '2327', 'tse']
['1417', '11.85', '11.70', '11.80', '11.80', '295', 'tse']
['1418', '35.90', '32.20', '33.00', '33.25', '1986', 'tse']
['1419', '45.45', '44.90', '45.20', '44.90', '11', 'tse']
['1423', '31.10', '30.95', '31.10', '31.00', '18', 'tse']
['1432', '19.95', '19.40', '19.55', '19.80', '1056', 'tse']
['1434', '22.80', '22.55', '22.80', '22.65', '1958', 'tse']
['1435', '48.80', '47.50', '48.75', '47.65', '6', 'tse']
['1436', '98.00', '95.10', '96.00', '97.60', '262', 'tse']
['1437', '31.45', '31.20', '31.40', '31.20', '255', 'tse']
['1438', '44.90', '42.10', '44.90', '42.80', '1032', 'tse']
['1439', '24.95', '24.20', '24.30', '24.50', '32', 'tse']
['1440', '15.15', '14.95', '15.10', '15.05', '1318', 'tse']
['1441', '13.75', '13.50', '13.75', '13.60', '25', 'tse']
['1442', '38.30', '37.80', '38.10', '37.95', '236', 'tse']
['1443', '29.00', '28.55', '28.55', '28.75', '15', 'tse']
['1444', '9.98', '9.90', '9.97', '9.94', '1886', 'tse']
['1445', '27.60', '24.85', '24.85', '26.95', '1773', 'tse']
['1446', '37.65', '35.75', '36.40', '35.80', '528', 'tse']
['1447', '8.37', '8.21', '8.26', '8.22', '1930', 'tse']
['1449', '20.60', '20.00', '20.60', '20.00', '1021', 'tse']
['1451', '19.10', '18.85', '18.85', '18.90', '161', 'tse']
['1452', '16.25', '16.20', '16.25', '16.25', '159', 'tse']
['1453', '15.20', '14.95', '14.95', '15.10', '160', 'tse']
['1454', '16.20', '16.20', '16.20', '16.20', '6', 'tse']
['1455', '14.10', '13.50', '13.65', '13.90', '5473', 'tse']
['1456', '20.45', '19.45', '19.45', '19.85', '851', 'tse']
['1457', '19.75', '19.25', '19.70', '19.30', '2113', 'tse']
['1459', '9.84', '9.75', '9.84', '9.77', '237', 'tse']
['1460', '7.44', '7.14', '7.25', '7.40', '1379', 'tse']
['1463', '18.30', '18.15', '18.15', '18.15', '54', 'tse']
['1464', '13.20', '13.00', '13.00', '13.10', '171', 'tse']
['1465', '14.80', '14.60', '14.65', '14.75', '117', 'tse']
['1466', '13.80', '13.20', '13.20', '13.30', '382', 'tse']
['1467', '11.00', '10.90', '10.95', '10.95', '557', 'tse']
['1468', '14.90', '14.60', '14.60', '14.70', '57', 'tse']
['1470', '20.45', '20.05', '20.35', '20.45', '22', 'tse']
['1471', '16.55', '16.00', '16.00', '16.25', '1665', 'tse']
['1472', '83.10', '80.40', '80.40', '82.20', '95', 'tse']
['1473', '30.70', '29.10', '30.70', '30.05', '2240', 'tse']
['1474', '12.30', '12.15', '12.15', '12.15', '133', 'tse']
['1475', '51.40', '50.50', '50.90', '51.10', '57', 'tse']
['1476', '570.00', '558.00', '560.00', '565.00', '419', 'tse']
['1477', '370.50', '365.00', '365.00', '365.50', '602', 'tse']
['1503', '168.00', '163.00', '167.00', '168.00', '8100', 'tse']
['1504', '50.40', '49.05', '49.40', '50.30', '8500', 'tse']
['1506', '16.50', '16.10', '16.20', '16.50', '93', 'tse']
['1512', '10.00', '9.66', '9.99', '10.00', '25', 'tse']
['1513', '166.00', '161.00', '166.00', '164.50', '20258', 'tse']
['1514', '110.00', '103.50', '109.00', '104.00', '17634', 'tse']
['1515', '50.80', '47.50', '47.80', '50.60', '5397', 'tse']
['1516', '17.00', '16.65', '16.65', '16.80', '45', 'tse']
['1517', '17.55', '16.80', '17.20', '17.10', '2554', 'tse']
['1519', '514.00', '502.00', '504.00', '514.00', '896', 'tse']
['1521', '42.35', '40.35', '42.10', '41.05', '375', 'tse']
['1522', '45.75', '44.20', '44.65', '44.75', '3892', 'tse']
['1524', '33.40', '32.45', '32.45', '32.85', '2623', 'tse']
['1525', '72.20', '70.70', '71.80', '72.00', '50', 'tse']
['1526', '33.65', '32.40', '32.75', '33.25', '478', 'tse']
['1527', '41.30', '41.05', '41.20', '41.15', '195', 'tse']
['1528', '13.40', '13.20', '13.25', '13.25', '1234', 'tse']
['1529', '33.40', '32.80', '32.80', '33.05', '542', 'tse']
['1530', '32.15', '31.60', '32.15', '32.00', '55', 'tse']
['1531', '13.50', '13.35', '13.40', '13.35', '123', 'tse']
['1532', '39.60', '38.90', '39.60', '39.15', '891', 'tse']
['1533', '49.55', '49.00', '49.10', '49.30', '134', 'tse']
['1535', '75.00', '70.70', '71.00', '71.90', '2629', 'tse']
['1536', '52.60', '51.50', '52.00', '52.40', '1249', 'tse']
['1537', '136.00', '135.00', '135.00', '136.00', '132', 'tse']
['1538', '22.75', '22.00', '22.00', '22.55', '3', 'tse']
['1539', '26.75', '25.40', '25.40', '26.55', '1091', 'tse']
['1540', '17.90', '17.70', '17.70', '17.90', '128', 'tse']
['1541', '32.35', '31.45', '32.15', '32.35', '66', 'tse']
['1558', '100.00', '98.60', '99.90', '99.60', '460', 'tse']
['1560', '246.00', '239.00', '241.00', '241.00', '1584', 'tse']
['1565', '191.50', '189.00', '191.50', '190.50', '190', 'otc']
['1568', '30.70', '29.90', '30.60', '29.95', '974', 'tse']
['1569', '25.20', '24.70', '24.70', '24.90', '720', 'otc']
['1570', '30.10', '28.15', '28.95', '28.45', '1494', 'otc']
['1580', '158.00', '153.00', '153.00', '157.50', '159', 'otc']
['1582', '88.20', '81.20', '81.20', '88.20', '11024', 'tse']
['1583', '74.90', '73.00', '73.30', '73.90', '27', 'tse']
['1584', '33.85', '33.20', '33.20', '33.65', '781', 'otc']
['1586', '32.75', '32.40', '32.60', '32.75', '132', 'otc']
['1587', '24.60', '24.30', '24.40', '24.45', '141', 'tse']
