['1101', '32.15', '31.85', '32.00', '31.85', '16009', 'tse']
['1717', '33.30', '32.20', '33.00', '32.60', '7374', 'tse']
['1718', '7.60', '7.42', '7.60', '7.47', '5863', 'tse']
['1720', '67.00', '65.20', '67.00', '65.40', '816', 'tse']
['1721', '15.25', '14.50', '15.15', '14.65', '3476', 'tse']
['1722', '66.50', '65.00', '66.50', '65.10', '4355', 'tse']
['1723', '111.50', '110.00', '110.50', '111.50', '383', 'tse']
['1725', '36.40', '33.75', '36.40', '33.75', '1444', 'tse']
['1726', '76.30', '75.80', '76.30', '75.90', '20', 'tse']
['1727', '29.80', '28.35', '29.80', '28.55', '1979', 'tse']
['1730', '56.40', '56.20', '56.20', '56.20', '52', 'tse']
['1731', '25.40', '24.40', '25.30', '24.85', '948', 'tse']
['1732', '29.85', '29.00', '29.85', '29.00', '462', 'tse']
['1733', '32.40', '31.45', '32.20', '31.55', '928', 'tse']
['1734', '35.60', '34.75', '35.50', '35.25', '2791', 'tse']
['1735', '17.40', '17.20', '17.40', '17.20', '19', 'tse']
['1736', '74.50', '71.60', '73.00', '72.80', '1940', 'tse']
['1737', '34.70', '34.25', '34.60', '34.40', '272', 'tse']
['1742', '16.80', '16.55', '16.80', '16.75', '101', 'otc']
['1752', '50.00', '48.50', '49.80', '48.60', '417', 'tse']
['1760', '105.00', '100.50', '105.00', '100.50', '593', 'tse']
['1762', '49.10', '48.10', '49.10', '48.30', '411', 'tse']
['1773', '182.00', '170.50', '180.50', '174.00', '3168', 'tse']
['1776', '17.55', '17.35', '17.50', '17.40', '65', 'tse']
['1777', '83.30', '82.80', '83.20', '82.90', '45', 'otc']
['1781', '17.35', '16.10', '16.95', '16.25', '353', 'otc']
['1783', '45.60', '44.40', '45.35', '44.70', '225', 'tse']
['1784', '63.20', '60.30', '63.00', '61.10', '364', 'otc']
['1785', '46.20', '43.35', '46.20', '44.00', '12988', 'otc']
['1786', '91.10', '86.80', '90.90', '89.90', '1017', 'tse']
['1788', '140.00', '139.00', '139.00', '139.00', '35', 'otc']
['1789', '25.10', '24.30', '25.05', '24.50', '1364', 'tse']
['1795', '287.50', '275.00', '283.50', '275.00', '5547', 'tse']
['1796', '59.30', '58.10', '59.30', '59.00', '63', 'otc']
['1799', '64.90', '58.50', '64.90', '61.00', '440', 'otc']
['1802', '18.00', '17.70', '17.95', '17.80', '4767', 'tse']
['1805', '18.05', '16.95', '17.60', '16.95', '370', 'tse']
['1806', '11.95', '11.40', '11.90', '11.60', '2340', 'tse']
['1808', '105.00', '99.90', '104.50', '101.50', '2354', 'tse']
['1809', '34.20', '30.60', '34.20', '32.45', '4600', 'tse']
['1810', '17.30', '16.85', '17.30', '16.95', '922', 'tse']
['1813', '19.70', '19.45', '19.70', '19.45', '57', 'otc']
['1815', '20.70', '18.05', '20.00', '18.75', '74825', 'otc']
['1817', '37.80', '37.10', '37.70', '37.20', '317', 'tse']
['1903', '53.30', '52.70', '53.00', '53.00', '200', 'tse']
['1904', '28.65', '28.35', '28.65', '28.55', '1362', 'tse']
['1905', '22.65', '22.15', '22.60', '22.25', '3713', 'tse']
['1906', '15.85', '15.40', '15.50', '15.40', '105', 'tse']
['1907', '29.90', '29.55', '29.70', '29.70', '2149', 'tse']
['1909', '14.10', '13.90', '14.05', '14.05', '2243', 'tse']
['2002', '24.10', '23.80', '23.90', '24.10', '27869', 'tse']
['2006', '78.40', '76.60', '77.90', '76.90', '2875', 'tse']
['2007', '10.25', '10.00', '10.15', '10.15', '795', 'tse']
['2008', '22.50', '22.10', '22.10', '22.45', '68', 'tse']
['2009', '33.80', '32.30', '32.50', '33.60', '8279', 'tse']
['2010', '17.55', '17.35', '17.45', '17.50', '639', 'tse']
['2012', '23.75', '22.60', '22.65', '23.20', '97', 'tse']
['2013', '61.30', '58.50', '60.20', '59.60', '491', 'tse']
['2014', '22.50', '22.00', '22.45', '22.05', '6127', 'tse']
['2015', '72.10', '70.20', '70.30', '71.60', '602', 'tse']
['2017', '14.50', '14.20', '14.50', '14.25', '1087', 'tse']
['2020', '36.10', '35.00', '36.05', '35.55', '1374', 'tse']
['2022', '10.80', '10.40', '10.75', '10.45', '1738', 'tse']
['2023', '15.25', '14.85', '15.20', '15.10', '5665', 'tse']
['2024', '22.10', '21.50', '21.80', '21.85', '68', 'tse']
['2025', '13.95', '12.10', '13.20', '12.85', '16129', 'tse']
['2027', '35.95', '35.30', '35.80', '35.45', '7218', 'tse']
['2028', '25.00', '24.70', '24.75', '25.00', '210', 'tse']
['2029', '27.65', '27.05', '27.50', '27.30', '469', 'tse']
['2030', '18.80', '18.30', '18.80', '18.55', '1313', 'tse']
['2031', '64.30', '61.20', '64.20', '61.20', '6198', 'tse']
['2032', '16.20', '15.90', '16.15', '16.00', '280', 'tse']
['2033', '16.05', '15.80', '16.00', '15.95', '115', 'tse']
['2034', '25.10', '24.90', '25.00', '24.95', '1231', 'tse']
['2035', '32.75', '32.65', '32.75', '32.75', '4', 'otc']
['2038', '19.35', '19.05', '19.25', '19.30', '543', 'tse']
['2049', '242.50', '235.50', '237.50', '237.50', '2697', 'tse']
['2059', '1,390.00', '1,300.00', '1,375.00', '1,325.00', '2082', 'tse']
['2061', '16.75', '16.05', '16.75', '16.45', '117', 'otc']
['2062', '29.45', '28.50', '29.45', '28.70', '708', 'tse']
['2063', '53.40', '52.60', '53.30', '52.60', '77', 'otc']
['2064', '15.90', '15.75', '15.90', '15.90', '25', 'otc']
['2065', '65.50', '63.50', '65.50', '64.10', '363', 'otc']
['2066', '95.90', '91.30', '94.70', '92.80', '368', 'otc']
['2067', '12.90', '12.30', '12.90', '12.80', '19', 'otc']
['2069', '16.00', '15.80', '15.95', '15.80', '187', 'tse']
['2070', '35.30', '34.60', '35.15', '34.90', '193', 'otc']
['2073', '30.00', '29.55', '29.95', '29.95', '55', 'otc']
['2101', '41.15', '40.20', '41.05', '40.30', '2761', 'tse']
['2102', '18.45', '18.15', '18.40', '18.25', '556', 'tse']
['2103', '22.80', '22.40', '22.70', '22.45', '2523', 'tse']
['2104', '17.75', '17.50', '17.60', '17.60', '1628', 'tse']
['2105', '46.60', '45.65', '45.85', '46.30', '4176', 'tse']
['2106', '30.00', '29.80', '29.80', '29.95', '502', 'tse']
['2107', '23.80', '23.65', '23.75', '23.75', '295', 'tse']
['2108', '34.50', '34.05', '34.35', '34.05', '1020', 'tse']
['2109', '16.80', '15.50', '15.50', '15.90', '8308', 'tse']
['2114', '108.00', '106.50', '106.50', '107.50', '143', 'tse']
['2115', '29.70', '29.05', '29.55', '29.05', '210', 'tse']
['2201', '69.40', '66.80', '69.30', '67.10', '8752', 'tse']
['2204', '134.00', '127.00', '132.50', '127.50', '5536', 'tse']
['2206', '76.20', '73.80', '76.00', '74.50', '7111', 'tse']
['2207', '661.00', '645.00', '648.00', '656.00', '261', 'tse']
['2208', '17.75', '17.50', '17.70', '17.55', '3820', 'tse']
['2211', '123.50', '120.00', '122.50', '122.50', '3386', 'tse']
['2221', '35.00', '34.65', '35.00', '34.95', '32', 'otc']
['2227', '167.50', '163.50', '165.00', '163.50', '113', 'tse']
['2228', '94.90', '91.20', '93.20', '91.20', '754', 'tse']
['2230', '184.50', '164.00', '182.00', '164.00', '2455', 'otc']
['2231', '121.00', '118.00', '121.00', '118.00', '309', 'tse']
['2233', '144.00', '137.00', '144.00', '138.50', '845', 'tse']
['2235', '46.45', '45.45', '45.90', '45.45', '50', 'otc']
['2236', '72.70', '70.00', '71.40', '70.10', '784', 'tse']
['2239', '57.00', '56.40', '56.80', '56.70', '83', 'tse']
['2241', '31.95', '30.40', '31.75', '30.50', '1004', 'tse']
['2243', '17.05', '16.10', '16.75', '16.25', '332', 'tse']
['2247', '307.00', '304.50', '306.00', '305.00', '101', 'tse']
['2250', '105.50', '97.50', '105.50', '99.90', '521', 'tse']
['2254', '84.80', '80.00', '80.80', '84.80', '198', 'tse']
['2258', '45.05', '43.75', '45.05', '44.45', '888', 'tse']
['2301', '117.00', '111.50', '111.50', '114.00', '29207', 'tse']
['2302', '18.95', '18.05', '18.75', '18.25', '410', 'tse']
['2303', '53.00', '51.00', '51.90', '51.90', '286206', 'tse']
['2305', '26.90', '25.15', '26.60', '25.65', '2021', 'tse']
['2308', '314.50', '296.50', '296.50', '312.00', '35531', 'tse']
['2312', '15.10', '14.80', '15.10', '14.80', '7604', 'tse']
['2313', '78.50', '74.40', '77.00', '75.60', '46520', 'tse']
['2314', '33.40', '32.20', '33.10', '32.40', '1092', 'tse']
['2316', '42.25', '38.60', '40.00', '41.55', '8747', 'tse']
['2317', '108.50', '104.50', '107.50', '105.00', '69726', 'tse']
['2321', '16.40', '15.25', '15.25', '16.30', '19', 'tse']
['2323', '10.95', '10.65', '10.90', '10.65', '7503', 'tse']
['2324', '37.15', '36.30', '36.55', '36.65', '30339', 'tse']
['2327', '571.00', '556.00', '559.00', '565.00', '4792', 'tse']
['2328', '32.00', '30.25', '32.00', '30.45', '5948', 'tse']
['2329', '71.10', '67.30', '69.50', '67.30', '41628', 'tse']
['2330', '796.00', '772.00', '795.00', '784.00', '98069', 'tse']
['2331', '30.75', '29.45', '30.40', '29.65', '6268', 'tse']
['2332', '19.35', '18.75', '19.25', '18.85', '5339', 'tse']
['2337', '27.75', '27.10', '27.30', '27.25', '10758', 'tse']
['2338', '70.40', '67.70', '68.80', '67.70', '1794', 'tse']
['2340', '42.10', '40.80', '41.05', '41.60', '3501', 'tse']
['2342', '33.65', '30.90', '30.90', '33.65', '3689', 'tse']
['2344', '28.45', '27.10', '28.05', '27.60', '49209', 'tse']
['2345', '517.00', '484.50', '515.00', '491.00', '8924', 'tse']
['2347', '76.20', '74.50', '75.80', '74.70', '3241', 'tse']
['2348', '111.50', '106.50', '111.50', '107.00', '478', 'tse']
['2349', '7.90', '7.71', '7.82', '7.72', '1778', 'tse']
['2351', '103.00', '100.00', '102.00', '101.00', '776', 'tse']
['2352', '44.55', '43.70', '44.55', '43.70', '15253', 'tse']
['2353', '45.85', '44.50', '45.40', '44.50', '29337', 'tse']
['2354', '50.30', '49.15', '50.30', '49.20', '3686', 'tse']
['2355', '47.60', '45.85', '47.10', '46.25', '7211', 'tse']
['2356', '55.80', '53.60', '55.20', '54.20', '29011', 'tse']
['2357', '461.50', '451.00', '461.50', '452.50', '2942', 'tse']
['2358', '9.96', '9.25', '9.50', '9.55', '17609', 'tse']
['2359', '39.35', '37.60', '39.30', '38.40', '3125', 'tse']
['2360', '292.00', '261.50', '284.50', '269.00', '8963', 'tse']
['2362', '39.75', '38.25', '39.35', '38.55', '2938', 'tse']
['2363', '42.15', '40.55', '41.60', '40.65', '18792', 'tse']
['2364', '97.40', '91.00', '95.90', '91.00', '516', 'tse']
['2365', '23.80', '20.75', '23.55', '20.75', '21497', 'tse']
['2367', '26.30', '24.10', '25.55', '24.30', '80733', 'tse']
['2368', '258.50', '244.00', '254.00', '249.50', '9525', 'tse']
['2369', '25.80', '24.40', '25.55', '24.75', '11764', 'tse']
['2371', '52.50', '49.85', '52.40', '50.00', '38332', 'tse']
['2373', '74.00', '73.50', '73.70', '73.50', '87', 'tse']
['2374', '26.00', '25.00', '26.00', '25.10', '1906', 'tse']
['2375', '64.50', '62.80', '64.50', '62.90', '457', 'tse']
['2376', '376.50', '349.50', '364.00', '358.00', '31045', 'tse']
['2377', '191.00', '186.50', '189.50', '188.00', '4040', 'tse']
['2379', '620.00', '578.00', '619.00', '587.00', '7906', 'tse']
['2380', '7.10', '6.80', '7.09', '7.00', '302', 'tse']
['2382', '246.50', '239.50', '241.00', '241.50', '26550', 'tse']
['2383', '536.00', '490.00', '536.00', '490.00', '9651', 'tse']
['2385', '230.00', '215.00', '229.50', '223.00', '15667', 'tse']
['2387', '66.00', '62.20', '65.50', '63.00', '3656', 'tse']
['2388', '140.50', '128.50', '140.00', '131.00', '16900', 'tse']
['2390', '14.25', '13.75', '14.10', '13.85', '1655', 'tse']
['2392', '45.75', '43.90', '45.45', '43.95', '2962', 'tse']
['2393', '51.70', '50.50', '51.50', '50.80', '2183', 'tse']
['2395', '396.00', '388.00', '391.00', '393.00', '1767', 'tse']
['2397', '64.40', '63.90', '64.40', '63.90', '48', 'tse']
['2399', '24.55', '23.35', '24.35', '23.90', '4529', 'tse']
['2401', '31.95', '30.80', '31.50', '31.20', '3332', 'tse']
['2402', '34.35', '32.90', '34.35', '33.70', '8816', 'tse']
['2404', '393.50', '342.00', '368.00', '389.50', '12483', 'tse']
['2405', '19.45', '18.25', '19.25', '18.50', '10467', 'tse']
['2406', '17.40', '16.95', '17.40', '17.10', '1379', 'tse']
['2408', '66.20', '64.50', '65.80', '65.00', '15532', 'tse']
['2409', '17.00', '16.70', '16.90', '16.75', '30960', 'tse']
['2412', '121.00', '120.50', '120.50', '120.50', '5873', 'tse']
['2413', '29.20', '27.60', '29.10', '27.65', '1017', 'tse']
['2414', '34.00', '33.60', '34.00', '33.70', '239', 'tse']
['2415', '30.00', '28.60', '29.95', '28.60', '275', 'tse']
['2417', '54.00', '50.40', '53.90', '50.90', '20376', 'tse']
['2419', '32.20', '30.60', '31.60', '31.80', '2611', 'tse']
['2420', '53.40', '51.90', '53.40', '51.90', '774', 'tse']
['2421', '130.00', '122.50', '126.00', '123.00', '16597', 'tse']
['2423', '42.00', '40.15', '42.00', '40.75', '862', 'tse']
['2424', '33.00', '30.80', '30.90', '31.40', '124', 'tse']
['2425', '47.90', '45.00', '47.55', '45.75', '2520', 'tse']
['2426', '18.80', '18.35', '18.55', '18.40', '1001', 'tse']
['2427', '24.50', '23.70', '24.45', '24.00', '1077', 'tse']
['2428', '175.00', '169.00', '173.50', '171.00', '944', 'tse']
['2429', '21.70', '21.30', '21.70', '21.35', '159', 'tse']
['2430', '39.50', '39.35', '39.35', '39.40', '238', 'tse']
['2431', '14.60', '13.70', '14.60', '13.80', '1651', 'tse']
['2432', '39.40', '38.80', '39.40', '38.80', '10', 'tse']
['2433', '52.20', '52.00', '52.00', '52.10', '54', 'tse']
['2434', '33.60', '31.70', '33.60', '32.00', '32', 'tse']
['2436', '65.20', '63.20', '64.80', '63.30', '2052', 'tse']
['2438', '22.60', '22.30', '22.40', '22.60', '153', 'tse']
['2439', '114.00', '111.50', '113.00', '112.00', '2070', 'tse']
['2440', '14.35', '13.80', '14.30', '13.80', '620', 'tse']
['2441', '67.10', '62.30', '62.60', '63.40', '16333', 'tse']
['2442', '28.60', '27.10', '27.60', '27.75', '3005', 'tse']
['2443', '4.80', '4.35', '4.80', '4.35', '990', 'tse']
['2444', '12.60', '12.25', '12.60', '12.35', '592', 'tse']
['2449', '123.00', '108.50', '120.00', '111.00', '71575', 'tse']
['2450', '39.80', '38.95', '38.95', '39.15', '704', 'tse']
['2451', '84.10', '82.00', '83.80', '82.00', '1341', 'tse']
['2453', '55.00', '52.50', '55.00', '53.10', '966', 'tse']
['2454', '1,275.00', '1,195.00', '1,260.00', '1,230.00', '16879', 'tse']
['2455', '185.50', '166.00', '185.50', '170.50', '10765', 'tse']
['2457', '58.20', '55.60', '58.10', '55.90', '8105', 'tse']
['2458', '167.50', '161.50', '165.50', '162.50', '2807', 'tse']
['2459', '66.20', '64.60', '66.00', '65.70', '176', 'tse']
['2460', '37.70', '34.80', '35.75', '36.25', '4557', 'tse']
['2461', '22.60', '22.30', '22.45', '22.40', '1055', 'tse']
['2462', '38.90', '37.25', '38.25', '37.60', '1234', 'tse']
['2464', '39.60', '37.70', '39.20', '38.05', '2445', 'tse']
['2465', '146.00', '133.50', '146.00', '133.50', '7550', 'tse']
['2466', '37.25', '36.55', '36.55', '36.65', '24', 'tse']
['2467', '138.00', '122.00', '137.00', '124.50', '7807', 'tse']
['2468', '28.60', '27.95', '28.50', '27.95', '319', 'tse']
['2471', '56.80', '55.40', '56.30', '56.10', '463', 'tse']
['2472', '70.30', '66.00', '69.60', '66.30', '3447', 'tse']
