['1101', '31.45', '30.80', '31.40', '30.90', '30649', 'tse']
['1102', '41.10', '40.50', '40.55', '40.70', '5836', 'tse']
['1103', '17.10', '17.00', '17.10', '17.10', '523', 'tse']
['1104', '32.35', '31.75', '32.35', '31.95', '2016', 'tse']
['1108', '15.70', '15.55', '15.65', '15.55', '896', 'tse']
['1109', '19.05', '18.90', '19.00', '18.90', '396', 'tse']
['1110', '17.80', '17.45', '17.70', '17.60', '181', 'tse']
['1201', '18.90', '18.70', '18.80', '18.85', '456', 'tse']
['1203', '53.60', '51.00', '51.30', '51.30', '57', 'tse']
['1210', '58.70', '57.50', '57.50', '58.20', '3358', 'tse']
['1213', '7.30', '7.12', '7.30', '7.25', '9', 'tse']
['1215', '106.00', '103.00', '103.00', '105.00', '865', 'tse']
['1216', '76.70', '75.90', '75.90', '76.50', '10373', 'tse']
['1217', '11.70', '11.55', '11.70', '11.60', '1386', 'tse']
['1218', '22.80', '21.80', '21.80', '22.75', '6882', 'tse']
['1219', '18.65', '18.50', '18.60', '18.50', '413', 'tse']
['1220', '15.00', '14.65', '14.65', '14.95', '1051', 'tse']
['1225', '55.50', '54.20', '54.20', '55.40', '44', 'tse']
['1227', '37.45', '37.25', '37.40', '37.30', '607', 'tse']
['1229', '67.60', '66.60', '67.10', '67.30', '1337', 'tse']
['1231', '98.00', '95.00', '98.00', '97.00', '494', 'tse']
['1232', '144.00', '143.50', '143.50', '144.00', '53', 'tse']
['1233', '34.00', '33.80', '33.85', '33.80', '10', 'tse']
['1234', '40.90', '40.60', '40.85', '40.65', '221', 'tse']
['1235', '82.30', '81.40', '82.10', '81.70', '44', 'tse']
['1236', '23.55', '23.40', '23.40', '23.40', '14', 'tse']
['1240', '51.60', '50.80', '51.50', '50.90', '27', 'otc']
['1256', '231.00', '228.50', '230.50', '229.50', '30', 'tse']
['1259', '75.00', '74.20', '74.40', '74.80', '15', 'otc']
['1264', '306.50', '306.00', '306.50', '306.00', '3', 'otc']
['1268', '153.00', '152.00', '153.00', '152.00', '38', 'otc']
['1301', '67.80', '66.50', '67.80', '66.80', '15195', 'tse']
['1303', '55.20', '53.60', '55.00', '53.60', '13326', 'tse']
['1304', '16.45', '16.10', '16.45', '16.10', '2512', 'tse']
['1305', '18.45', '18.05', '18.40', '18.15', '2424', 'tse']
['1307', '28.20', '27.55', '27.55', '28.05', '793', 'tse']
['1308', '19.80', '19.40', '19.80', '19.40', '1234', 'tse']
['1309', '15.40', '15.05', '15.40', '15.15', '1043', 'tse']
['1310', '13.55', '13.30', '13.50', '13.35', '875', 'tse']
['1312', '13.20', '12.95', '13.15', '13.15', '3553', 'tse']
['1313', '13.25', '13.00', '13.20', '13.10', '2158', 'tse']
['1314', '9.38', '9.28', '9.30', '9.35', '13476', 'tse']
['1315', '72.40', '71.30', '72.20', '72.40', '87', 'tse']
['1316', '20.15', '19.60', '20.00', '19.60', '11321', 'tse']
['1319', '126.00', '119.00', '123.50', '121.50', '16337', 'tse']
['1321', '35.40', '34.95', '35.20', '35.00', '364', 'tse']
['1323', '31.00', '30.95', '30.95', '31.00', '51', 'tse']
['1324', '15.55', '15.25', '15.55', '15.25', '130', 'tse']
['1325', '30.45', '29.85', '30.15', '30.00', '724', 'tse']
['1326', '54.70', '53.50', '54.60', '53.70', '9293', 'tse']
['1336', '20.65', '20.15', '20.60', '20.20', '240', 'otc']
['1337', '7.20', '7.08', '7.20', '7.08', '431', 'tse']
['1338', '35.50', '34.95', '35.50', '35.15', '120', 'tse']
['1339', '73.50', '69.70', '72.90', '71.10', '819', 'tse']
['1340', '10.10', '9.95', '10.10', '9.95', '238', 'tse']
['1341', '65.00', '64.50', '64.50', '64.80', '22', 'tse']
['1342', '140.50', '137.00', '139.00', '140.00', '1248', 'tse']
['1402', '32.05', '31.70', '31.70', '31.80', '4455', 'tse']
['1409', '16.00', '15.70', '16.00', '15.75', '4499', 'tse']
['1410', '36.20', '35.50', '36.15', '35.80', '219', 'tse']
['1413', '9.08', '9.01', '9.02', '9.08', '35', 'tse']
['1414', '18.70', '18.10', '18.40', '18.50', '411', 'tse']
['1416', '12.00', '11.85', '12.00', '11.90', '908', 'tse']
['1417', '11.35', '11.10', '11.35', '11.30', '571', 'tse']
['1418', '32.00', '31.60', '31.65', '32.00', '34', 'tse']
['1419', '45.40', '44.70', '44.70', '44.85', '34', 'tse']
['1423', '31.10', '30.90', '30.95', '31.00', '71', 'tse']
['1432', '19.35', '18.90', '19.35', '19.20', '1082', 'tse']
['1434', '22.40', '22.05', '22.30', '22.05', '2123', 'tse']
['1435', '50.00', '49.00', '49.00', '49.00', '9', 'tse']
['1436', '107.00', '104.50', '104.50', '107.00', '250', 'tse']
['1437', '31.60', '31.40', '31.60', '31.45', '150', 'tse']
['1438', '43.40', '42.90', '43.20', '43.35', '106', 'tse']
['1439', '25.75', '24.75', '25.35', '25.20', '99', 'tse']
['1440', '15.10', '14.90', '15.05', '15.05', '1455', 'tse']
['1441', '13.55', '13.40', '13.50', '13.55', '17', 'tse']
['1442', '43.00', '41.05', '41.05', '42.85', '3357', 'tse']
['1443', '28.35', '28.30', '28.30', '28.30', '5', 'tse']
['1444', '9.25', '9.06', '9.25', '9.17', '3590', 'tse']
['1445', '22.15', '21.45', '21.55', '21.80', '1168', 'tse']
['1446', '33.75', '33.05', '33.30', '33.50', '231', 'tse']
['1447', '7.97', '7.81', '7.92', '7.94', '2596', 'tse']
['1449', '19.20', '18.65', '18.70', '18.85', '514', 'tse']
['1451', '19.10', '18.90', '18.90', '19.00', '70', 'tse']
['1452', '16.50', '16.40', '16.45', '16.40', '37', 'tse']
['1453', '15.10', '14.60', '14.85', '14.65', '257', 'tse']
['1454', '16.30', '15.35', '15.75', '16.20', '69', 'tse']
['1455', '14.75', '14.20', '14.45', '14.35', '3839', 'tse']
['1456', '19.85', '19.55', '19.65', '19.55', '222', 'tse']
['1457', '20.20', '20.00', '20.15', '20.15', '822', 'tse']
['1459', '9.60', '9.45', '9.55', '9.46', '88', 'tse']
['1460', '7.90', '7.68', '7.70', '7.86', '1620', 'tse']
['1463', '18.10', '17.45', '17.45', '17.90', '355', 'tse']
['1464', '13.00', '12.90', '13.00', '12.90', '362', 'tse']
['1465', '15.25', '14.95', '15.20', '15.10', '138', 'tse']
['1466', '14.55', '13.45', '14.45', '13.45', '769', 'tse']
['1467', '11.10', '10.90', '11.10', '11.00', '589', 'tse']
['1468', '14.65', '13.60', '14.50', '13.95', '75', 'tse']
['1470', '--', '--', '--', '--', '0', 'tse']
['1471', '16.70', '16.40', '16.70', '16.45', '1077', 'tse']
['1472', '77.60', '75.10', '75.10', '77.10', '126', 'tse']
['1473', '32.35', '31.65', '31.95', '32.05', '629', 'tse']
['1474', '12.00', '11.85', '12.00', '11.95', '136', 'tse']
['1475', '47.45', '46.95', '47.40', '47.15', '38', 'tse']
['1476', '562.00', '550.00', '550.00', '552.00', '1178', 'tse']
['1477', '407.50', '402.00', '402.00', '405.00', '1706', 'tse']
['1503', '248.00', '235.00', '240.50', '242.50', '32702', 'tse']
['1504', '56.70', '55.40', '56.00', '56.00', '42691', 'tse']
['1506', '16.20', '15.85', '16.15', '15.95', '139', 'tse']
['1512', '11.50', '11.00', '11.50', '11.10', '15', 'tse']
['1513', '183.00', '175.50', '181.00', '177.00', '36950', 'tse']
['1514', '112.50', '108.00', '111.50', '109.00', '15633', 'tse']
['1515', '49.50', '48.60', '49.45', '48.60', '1192', 'tse']
['1516', '16.55', '16.30', '16.45', '16.35', '68', 'tse']
['1517', '16.95', '16.25', '16.35', '16.50', '2018', 'tse']
['1519', '676.00', '641.00', '664.00', '676.00', '709', 'tse']
['1521', '40.50', '39.10', '40.50', '39.40', '200', 'tse']
['1522', '51.50', '49.50', '51.40', '50.10', '8138', 'tse']
['1524', '37.15', '36.00', '37.00', '36.65', '6402', 'tse']
['1525', '74.10', '73.30', '73.50', '74.10', '59', 'tse']
['1526', '34.65', '33.50', '33.75', '34.00', '397', 'tse']
['1527', '41.70', '41.45', '41.70', '41.55', '325', 'tse']
['1528', '13.20', '12.65', '13.10', '12.90', '2207', 'tse']
['1529', '35.20', '33.60', '34.35', '34.45', '3729', 'tse']
['1530', '32.05', '31.60', '32.05', '31.75', '54', 'tse']
['1531', '13.45', '13.35', '13.45', '13.45', '134', 'tse']
['1532', '36.90', '36.35', '36.75', '36.60', '1228', 'tse']
['1533', '48.35', '47.55', '48.05', '47.85', '249', 'tse']
['1535', '73.30', '71.40', '73.30', '71.50', '362', 'tse']
['1536', '52.00', '51.10', '51.80', '51.10', '793', 'tse']
['1537', '140.00', '138.00', '139.00', '139.00', '112', 'tse']
['1538', '19.80', '19.65', '19.75', '19.80', '33', 'tse']
['1539', '24.90', '24.40', '24.65', '24.75', '183', 'tse']
['1540', '18.60', '18.45', '18.55', '18.50', '515', 'tse']
['1541', '31.70', '30.70', '31.70', '31.35', '64', 'tse']
['1558', '99.30', '98.00', '99.10', '98.30', '299', 'tse']
['1560', '256.50', '247.50', '251.50', '247.50', '2018', 'tse']
['1565', '192.50', '190.00', '192.00', '190.00', '148', 'otc']
['1568', '30.95', '30.55', '30.90', '30.65', '483', 'tse']
['1569', '24.65', '24.55', '24.60', '24.55', '147', 'otc']
['1570', '29.35', '28.90', '29.05', '28.90', '240', 'otc']
['1580', '161.00', '158.50', '160.50', '159.50', '128', 'otc']
['1582', '91.50', '88.00', '88.80', '88.00', '4791', 'tse']
['1583', '76.70', '75.30', '76.10', '75.30', '32', 'tse']
['1584', '34.30', '33.80', '34.30', '33.85', '861', 'otc']
['1586', '32.35', '31.90', '32.35', '32.15', '52', 'otc']
['1587', '28.35', '26.15', '26.15', '28.35', '6946', 'tse']
['1589', '51.60', '50.40', '51.40', '50.40', '875', 'tse']
['1590', '1,080.00', '1,045.00', '1,050.00', '1,070.00', '489', 'tse']
['1591', '61.50', '60.30', '61.40', '60.60', '245', 'otc']
['1593', '47.50', '47.35', '47.35', '47.45', '17', 'otc']
['1595', '36.45', '36.05', '36.20', '36.40', '19', 'otc']
['1597', '76.00', '69.40', '70.00', '72.20', '1829', 'tse']
['1598', '30.60', '30.20', '30.60', '30.20', '169', 'tse']
['1599', '31.55', '31.35', '31.55', '31.35', '60', 'otc']
['1603', '37.60', '36.70', '37.55', '36.70', '1480', 'tse']
['1604', '29.65', '29.40', '29.55', '29.45', '612', 'tse']
['1605', '36.95', '36.15', '36.60', '36.65', '12955', 'tse']
['1608', '25.50', '25.00', '25.35', '25.10', '7299', 'tse']
['1609', '38.20', '37.35', '38.15', '37.35', '19617', 'tse']
['1611', '16.20', '16.05', '16.20', '16.10', '515', 'tse']
['1612', '28.45', '27.70', '28.30', '27.70', '2502', 'tse']
['1614', '38.65', '38.30', '38.45', '38.40', '45', 'tse']
['1615', '56.30', '55.00', '55.00', '55.30', '657', 'tse']
['1616', '15.90', '15.20', '15.90', '15.60', '3568', 'tse']
['1617', '16.40', '16.20', '16.40', '16.20', '66', 'tse']
['1618', '35.90', '34.20', '35.90', '34.55', '5520', 'tse']
['1626', '16.30', '16.00', '16.30', '16.10', '142', 'tse']
['1701', '22.80', '22.55', '22.80', '22.60', '924', 'tse']
['1702', '56.90', '56.20', '56.20', '56.70', '600', 'tse']
['1707', '157.00', '153.50', '155.00', '156.00', '468', 'tse']
['1708', '30.80', '30.45', '30.70', '30.50', '670', 'tse']
['1709', '19.90', '19.50', '19.90', '19.55', '1274', 'tse']
['1710', '18.15', '17.80', '18.05', '17.85', '1940', 'tse']
['1711', '19.55', '19.30', '19.45', '19.40', '809', 'tse']
['1712', '39.85', '39.15', '39.30', '39.65', '2183', 'tse']
['1713', '42.80', '42.45', '42.80', '42.45', '62', 'tse']
['1714', '9.10', '9.04', '9.10', '9.04', '1631', 'tse']
['1717', '31.00', '30.65', '31.00', '30.75', '1391', 'tse']
['1718', '7.35', '7.22', '7.35', '7.27', '3101', 'tse']
['1720', '66.30', '65.40', '65.40', '65.90', '470', 'tse']
['1721', '14.40', '14.15', '14.35', '14.35', '1009', 'tse']
['1722', '64.60', '63.50', '63.50', '63.80', '2722', 'tse']
['1723', '127.00', '120.50', '124.00', '124.50', '3068', 'tse']
['1725', '29.60', '28.00', '28.00', '28.35', '1047', 'tse']
['1726', '77.30', '77.10', '77.10', '77.30', '27', 'tse']
['1727', '29.00', '28.20', '29.00', '28.20', '355', 'tse']
['1730', '56.50', '56.40', '56.50', '56.50', '40', 'tse']
['1731', '26.15', '25.60', '26.00', '25.75', '541', 'tse']
['1732', '27.95', '27.25', '27.90', '27.40', '181', 'tse']
['1733', '34.35', '33.80', '34.25', '34.20', '1205', 'tse']
['1734', '36.60', '35.80', '36.00', '36.45', '1729', 'tse']
['1735', '17.00', '16.90', '17.00', '16.90', '9', 'tse']
['1736', '73.00', '71.40', '72.70', '72.20', '389', 'tse']
['1737', '33.85', '33.70', '33.85', '33.70', '193', 'tse']
['1742', '16.30', '16.15', '16.15', '16.20', '69', 'otc']
['1752', '46.65', '46.00', '46.50', '46.55', '235', 'tse']
['1760', '105.00', '102.00', '103.00', '103.50', '588', 'tse']
['1762', '50.40', '49.35', '49.55', '50.20', '554', 'tse']
['1773', '182.00', '176.50', '180.50', '178.00', '1221', 'tse']
['1776', '17.25', '17.20', '17.25', '17.20', '11', 'tse']
['1777', '84.10', '82.90', '83.00', '84.10', '16', 'otc']
['1781', '15.60', '15.30', '15.45', '15.60', '124', 'otc']
['1783', '45.15', '44.60', '44.80', '44.90', '166', 'tse']
['1784', '66.30', '63.80', '64.80', '66.00', '765', 'otc']
['1785', '50.70', '47.20', '48.20', '49.55', '39950', 'otc']
['1786', '91.30', '89.00', '91.20', '90.30', '237', 'tse']
['1788', '140.00', '139.00', '139.00', '139.50', '19', 'otc']
['1789', '26.90', '25.85', '25.85', '26.70', '3757', 'tse']
['1795', '279.00', '273.50', '276.50', '276.50', '4535', 'tse']
['1796', '56.00', '55.00', '56.00', '55.40', '68', 'otc']
['1799', '59.80', '59.00', '59.70', '59.60', '74', 'otc']
['1802', '17.25', '17.05', '17.15', '17.25', '2623', 'tse']
['1805', '17.65', '17.15', '17.40', '17.40', '174', 'tse']
['1806', '10.65', '10.40', '10.55', '10.50', '1021', 'tse']
['1808', '117.50', '113.50', '117.50', '115.00', '2374', 'tse']
['1809', '27.35', '25.90', '27.00', '25.90', '5150', 'tse']
['1810', '16.40', '16.00', '16.35', '16.10', '922', 'tse']
['1813', '19.60', '19.45', '19.60', '19.45', '19', 'otc']
['1815', '17.60', '16.85', '17.40', '16.95', '17067', 'otc']
['1817', '38.20', '37.90', '37.90', '38.00', '120', 'tse']
['1903', '54.00', '52.60', '52.90', '53.90', '240', 'tse']
['1904', '29.10', '28.85', '28.90', '28.95', '798', 'tse']
['1905', '22.75', '22.20', '22.65', '22.75', '2892', 'tse']
['1906', '15.35', '15.10', '15.20', '15.35', '186', 'tse']
['1907', '30.20', '29.75', '29.90', '29.95', '1370', 'tse']
['1909', '14.30', '14.10', '14.25', '14.20', '1360', 'tse']
['2002', '23.70', '23.50', '23.60', '23.50', '23521', 'tse']
['2006', '77.90', '76.90', '77.50', '76.90', '4593', 'tse']
['2007', '10.10', '10.00', '10.10', '10.05', '657', 'tse']
['2008', '22.30', '22.20', '22.25', '22.20', '33', 'tse']
['2009', '35.75', '34.00', '35.30', '35.20', '8283', 'tse']
['2010', '18.90', '18.60', '18.70', '18.80', '1810', 'tse']
['2012', '22.80', '22.70', '22.80', '22.75', '43', 'tse']
