['1101', '31.95', '31.60', '31.95', '31.70', '15866', 'tse']
['1102', '41.55', '41.10', '41.15', '41.10', '4616', 'tse']
['1103', '17.25', '17.10', '17.20', '17.15', '241', 'tse']
['1104', '32.65', '31.90', '31.90', '32.50', '4012', 'tse']
['1108', '15.75', '15.10', '15.75', '15.55', '3693', 'tse']
['1109', '19.15', '18.55', '18.70', '19.10', '1414', 'tse']
['1110', '17.85', '17.80', '17.80', '17.85', '26', 'tse']
['1201', '19.10', '18.90', '19.10', '18.95', '245', 'tse']
['1203', '--', '--', '--', '--', '1', 'tse']
['1210', '57.30', '56.00', '56.80', '57.10', '4080', 'tse']
['1213', '7.15', '7.03', '7.10', '7.08', '62', 'tse']
['1215', '103.00', '101.50', '103.00', '102.00', '580', 'tse']
['1216', '77.70', '76.30', '77.00', '76.30', '7592', 'tse']
['1217', '11.75', '11.60', '11.65', '11.70', '927', 'tse']
['1218', '21.85', '21.05', '21.85', '21.30', '1345', 'tse']
['1219', '18.70', '18.55', '18.70', '18.65', '327', 'tse']
['1220', '15.00', '14.50', '14.50', '14.70', '1611', 'tse']
['1225', '55.50', '55.40', '55.50', '55.40', '9', 'tse']
['1227', '37.60', '37.35', '37.45', '37.40', '371', 'tse']
['1229', '68.00', '67.20', '68.00', '67.70', '1213', 'tse']
['1231', '96.50', '95.40', '96.20', '96.40', '283', 'tse']
['1232', '144.50', '144.00', '144.00', '144.00', '56', 'tse']
['1233', '33.80', '33.60', '33.65', '33.80', '6', 'tse']
['1234', '41.15', '40.75', '41.15', '41.10', '196', 'tse']
['1235', '83.20', '82.20', '83.20', '82.30', '11', 'tse']
['1236', '23.75', '23.45', '23.75', '23.50', '51', 'tse']
['1240', '51.70', '50.70', '51.00', '51.40', '57', 'otc']
['1256', '238.00', '235.00', '238.00', '235.00', '16', 'tse']
['1259', '75.30', '74.30', '74.60', '75.30', '7', 'otc']
['1264', '308.00', '306.00', '307.50', '306.50', '17', 'otc']
['1268', '153.50', '152.00', '153.50', '153.50', '69', 'otc']
['1301', '68.90', '68.20', '68.80', '68.40', '5049', 'tse']
['1303', '55.70', '54.80', '55.20', '55.00', '7729', 'tse']
['1304', '16.80', '16.25', '16.75', '16.55', '2656', 'tse']
['1305', '18.60', '18.25', '18.55', '18.35', '1958', 'tse']
['1307', '29.30', '28.50', '28.50', '28.75', '1827', 'tse']
['1308', '19.85', '19.55', '19.75', '19.75', '896', 'tse']
['1309', '15.30', '15.00', '15.30', '15.25', '413', 'tse']
['1310', '14.10', '13.45', '13.75', '13.55', '1424', 'tse']
['1312', '13.35', '13.10', '13.35', '13.15', '2112', 'tse']
