['1101', '32.10', '31.85', '32.00', '32.00', '13784', 'tse']
['1102', '40.35', '39.85', '40.00', '40.35', '4817', 'tse']
['1103', '17.55', '17.40', '17.55', '17.45', '454', 'tse']
['1104', '31.30', '30.95', '31.20', '31.25', '1731', 'tse']
['1108', '16.25', '16.00', '16.25', '16.10', '753', 'tse']
['1109', '17.85', '17.70', '17.85', '17.70', '872', 'tse']
['1110', '17.95', '17.80', '17.80', '17.90', '219', 'tse']
['1201', '19.05', '18.90', '18.95', '18.95', '492', 'tse']
['1203', '53.20', '52.00', '52.10', '52.00', '52', 'tse']
['1210', '60.50', '59.60', '60.40', '60.30', '1819', 'tse']
['1213', '7.06', '7.04', '7.06', '7.06', '18', 'tse']
['1215', '100.00', '98.60', '99.30', '99.90', '725', 'tse']
['1216', '77.00', '76.20', '76.70', '76.80', '7733', 'tse']
['1217', '11.95', '11.75', '11.80', '11.75', '1223', 'tse']
['1218', '21.85', '21.50', '21.85', '21.55', '988', 'tse']
['1219', '18.90', '18.75', '18.85', '18.75', '658', 'tse']
['1220', '13.95', '13.85', '13.90', '13.90', '227', 'tse']
['1225', '54.90', '53.70', '53.70', '54.80', '17', 'tse']
['1227', '37.55', '37.45', '37.50', '37.45', '838', 'tse']
['1229', '67.30', '66.80', '67.00', '67.00', '1027', 'tse']
['1231', '88.20', '87.70', '88.00', '88.00', '138', 'tse']
['1232', '145.00', '144.00', '144.50', '144.00', '62', 'tse']
['1233', '34.90', '34.65', '34.65', '34.75', '6', 'tse']
['1234', '40.15', '40.00', '40.05', '40.10', '149', 'tse']
['1235', '83.50', '81.70', '83.40', '81.70', '17', 'tse']
['1236', '23.90', '23.75', '23.90', '23.75', '33', 'tse']
['1240', '49.80', '49.65', '49.65', '49.65', '12', 'otc']
['1256', '247.00', '244.50', '247.00', '244.50', '11', 'tse']
['1259', '74.40', '74.20', '74.40', '74.40', '23', 'otc']
['1264', '310.00', '306.00', '306.00', '307.50', '40', 'otc']
['1268', '153.50', '150.00', '152.50', '151.50', '124', 'otc']
['1301', '70.40', '69.70', '70.30', '69.80', '10977', 'tse']
['1303', '56.70', '55.90', '56.20', '56.50', '9823', 'tse']
['1304', '17.85', '17.50', '17.85', '17.55', '2524', 'tse']
['1305', '19.50', '19.20', '19.45', '19.25', '1759', 'tse']
['1307', '27.25', '26.90', '27.05', '27.00', '796', 'tse']
['1308', '21.55', '21.10', '21.45', '21.35', '1268', 'tse']
['1309', '16.25', '16.05', '16.25', '16.10', '574', 'tse']
['1310', '13.90', '13.70', '13.90', '13.75', '1346', 'tse']
['1312', '14.05', '13.80', '14.05', '13.90', '3121', 'tse']
['1313', '14.45', '14.25', '14.40', '14.30', '1468', 'tse']
['1314', '9.37', '9.21', '9.37', '9.24', '14492', 'tse']
['1315', '72.60', '71.70', '71.70', '72.40', '77', 'tse']
['1316', '28.80', '24.60', '27.50', '25.10', '147659', 'tse']
