[1101, 32.15, 31.6, 31.85, 31.95, 82119, tse]
[1102, 41.2, 40.15, 40.15, 41.10, 28379, tse]
[1103, 17.5, 17.15, 17.30, 17.20, 1686, tse]
[1104, 31.85, 31.0, 31.00, 31.45, 8766, tse]
[1108, 16.35, 15.65, 15.65, 16.30, 5993, tse]
[1109, 18.9, 17.5, 17.60, 18.65, 4752, tse]
[1110, 18.1, 17.8, 18.00, 17.85, 301, tse]
[1201, 19.25, 18.8, 18.90, 18.95, 2348, tse]
[1203, 53.8, 50.3, 51.00, 52.00, 98, tse]
[1210, 61.8, 56.4, 59.40, 56.80, 24538, tse]
[1213, 7.35, 6.98, 7.00, 7.15, 384, tse]
[1215, 104.0, 98.7, 98.80, 101.00, 3848, tse]
[1216, 78.6, 75.5, 76.50, 77.50, 58746, tse]
[1217, 11.8, 11.5, 11.65, 11.65, 4909, tse]
[1218, 22.4, 21.25, 21.25, 21.85, 6955, tse]
[1219, 18.7, 18.2, 18.60, 18.70, 4975, tse]
[1220, 14.15, 13.85, 13.90, 14.10, 1146, tse]
[1225, 56.5, 55.0, 55.00, 55.50, 498, tse]
[1227, 37.7, 37.2, 37.25, 37.40, 1944, tse]
[1229, 69.7, 67.2, 67.40, 67.70, 10481, tse]
[1231, 96.6, 91.3, 93.00, 95.60, 3354, tse]
[1232, 145.0, 143.0, 143.00, 144.00, 273, tse]
[1233, 34.35, 33.0, 34.35, 33.95, 202, tse]
[1234, 41.7, 40.0, 40.00, 40.85, 1508, tse]
[1235, 83.8, 79.6, 80.20, 82.90, 91, tse]
[1236, 23.75, 23.4, 23.45, 23.65, 112, tse]
[1240, 52.7, 49.0, 49.00, 51.00, 798, otc]
[1256, 240.0, 233.5, 238.00, 235.00, 82, tse]
[1259, 75.3, 73.1, 73.10, 75.30, 121, otc]
[1264, 312.0, 308.0, 308.00, 308.00, 29, otc]
[1268, 159.0, 152.5, 153.00, 153.00, 663, otc]
[1301, 69.6, 67.8, 68.00, 68.60, 43906, tse]
[1303, 56.8, 54.5, 55.30, 54.50, 83791, tse]
[1304, 17.6, 16.75, 17.00, 16.75, 7165, tse]
[1305, 19.5, 18.55, 19.20, 18.70, 7359, tse]
[1307, 28.3, 26.15, 26.15, 28.30, 4241, tse]
[1308, 21.1, 19.7, 20.70, 19.70, 7450, tse]
[1309, 15.8, 15.1, 15.50, 15.20, 3907, tse]
[1310, 14.1, 13.25, 13.60, 13.65, 5364, tse]
[1312, 13.85, 13.25, 13.55, 13.35, 13673, tse]
[1313, 13.9, 13.25, 13.60, 13.25, 9466, tse]
[1314, 9.36, 9.12, 9.18, 9.13, 48343, tse]
[1315, 72.5, 71.9, 72.30, 72.40, 84, tse]
[1316, 23.5, 19.15, 22.30, 19.95, 256790, tse]
[1319, 117.0, 97.1, 98.00, 115.50, 73879, tse]
[1321, 35.9, 35.45, 35.65, 35.55, 526, tse]
[1323, 31.2, 30.4, 31.05, 30.95, 441, tse]
[1324, 15.75, 14.85, 15.70, 15.70, 1236, tse]
[1325, 32.8, 31.2, 31.20, 31.35, 3509, tse]
[1326, 56.2, 54.8, 54.80, 55.60, 20168, tse]
[1336, 22.3, 20.8, 21.10, 20.80, 506, otc]
[1337, 7.65, 7.01, 7.40, 7.10, 3089, tse]
[1338, 37.4, 35.35, 37.05, 36.05, 569, tse]
[1339, 68.7, 65.4, 67.20, 66.20, 2040, tse]
[1340, 10.85, 10.45, 10.65, 10.65, 1118, tse]
[1341, 64.8, 64.0, 64.50, 64.20, 102, tse]
[1342, 139.0, 132.0, 132.00, 137.00, 5379, tse]
[1402, 33.3, 32.05, 32.40, 32.90, 45703, tse]
[1409, 16.35, 15.85, 16.25, 16.00, 19813, tse]
[1410, 37.15, 36.45, 36.95, 36.45, 711, tse]
[1413, 9.24, 8.8, 8.88, 9.12, 406, tse]
[1414, 18.75, 17.8, 17.95, 18.40, 1332, tse]
[1416, 13.6, 12.6, 13.00, 13.10, 7458, tse]
[1417, 11.9, 11.4, 11.80, 11.50, 1932, tse]
[1418, 35.9, 29.95, 33.00, 31.15, 3378, tse]
[1419, 45.7, 44.75, 45.20, 45.35, 151, tse]
[1423, 31.25, 30.9, 31.10, 30.95, 153, tse]
[1432, 20.3, 19.05, 19.55, 19.30, 4502, tse]
[1434, 22.85, 22.3, 22.80, 22.45, 9153, tse]
[1435, 50.0, 46.5, 48.75, 50.00, 20, tse]
[1436, 101.5, 95.1, 96.00, 97.50, 1097, tse]
[1437, 31.45, 31.0, 31.40, 31.05, 1066, tse]
[1438, 44.9, 41.6, 44.90, 42.60, 2865, tse]
[1439, 25.5, 24.2, 24.30, 24.55, 169, tse]
[1440, 15.5, 14.95, 15.10, 15.20, 5965, tse]
[1441, 13.75, 13.5, 13.75, 13.60, 100, tse]
[1442, 40.3, 37.65, 38.10, 39.40, 5836, tse]
[1443, 29.0, 28.35, 28.55, 28.35, 135, tse]
[1444, 10.05, 9.77, 9.97, 9.80, 8859, tse]
[1445, 27.6, 20.55, 24.85, 20.65, 9547, tse]
[1446, 37.65, 33.6, 36.40, 33.80, 1631, tse]
[1447, 8.37, 8.0, 8.26, 8.31, 12413, tse]
[1449, 20.6, 18.95, 20.60, 18.95, 6595, tse]
[1451, 19.35, 18.7, 18.85, 18.95, 671, tse]
[1452, 16.75, 16.2, 16.25, 16.25, 645, tse]
[1453, 15.3, 14.75, 14.95, 14.80, 769, tse]
[1454, 16.6, 15.7, 16.20, 16.05, 152, tse]
[1455, 15.6, 13.5, 13.65, 14.55, 65829, tse]
[1456, 20.6, 18.95, 19.45, 19.85, 2921, tse]
[1457, 20.25, 19.05, 19.70, 19.75, 7905, tse]
[1459, 9.91, 9.3, 9.84, 9.60, 993, tse]
[1460, 7.95, 7.14, 7.25, 7.78, 10831, tse]
[1463, 18.35, 17.55, 18.15, 17.60, 534, tse]
[1464, 13.2, 12.95, 13.00, 13.05, 1233, tse]
[1465, 15.2, 14.6, 14.65, 15.20, 1483, tse]
[1466, 13.8, 13.0, 13.20, 13.20, 1014, tse]
[1467, 11.45, 10.85, 10.95, 11.00, 8656, tse]
[1468, 14.9, 14.6, 14.60, 14.75, 216, tse]
[1470, 21.8, 19.65, 20.35, 19.95, 434, tse]
[1471, 17.85, 16.0, 16.00, 16.95, 10978, tse]
[1472, 83.1, 68.0, 80.40, 71.00, 959, tse]
[1473, 31.85, 29.1, 30.70, 31.10, 5030, tse]
[1474, 12.4, 11.95, 12.15, 12.00, 834, tse]
