['1101', '33.30', '32.40', '32.60', '32.45', '44774', 'tse']
['1102', '41.90', '41.15', '41.80', '41.40', '5341', 'tse']
['1103', '17.60', '17.30', '17.60', '17.30', '529', 'tse']
['1104', '32.80', '32.05', '32.70', '32.20', '2110', 'tse']
['1108', '16.40', '16.00', '16.35', '16.15', '1692', 'tse']
['1109', '19.45', '19.05', '19.45', '19.20', '996', 'tse']
['1110', '18.65', '18.15', '18.60', '18.25', '276', 'tse']
['1201', '18.70', '18.40', '18.65', '18.45', '729', 'tse']
['1203', '48.25', '47.65', '48.15', '48.20', '13', 'tse']
['1210', '56.20', '55.10', '56.10', '55.20', '3428', 'tse']
['1213', '7.10', '7.07', '7.10', '7.07', '37', 'tse']
['1215', '106.00', '103.00', '106.00', '103.50', '807', 'tse']
['1216', '76.20', '74.50', '75.80', '74.50', '11512', 'tse']
['1217', '11.95', '11.70', '11.90', '11.70', '1797', 'tse']
['1218', '21.25', '20.70', '21.20', '20.75', '1408', 'tse']
['1219', '18.65', '18.45', '18.60', '18.45', '499', 'tse']
['1220', '15.05', '14.60', '15.05', '14.75', '546', 'tse']
['1225', '57.50', '57.00', '57.50', '57.20', '19', 'tse']
['1227', '38.15', '37.55', '38.10', '37.65', '787', 'tse']
['1229', '67.50', '66.00', '67.50', '66.30', '2517', 'tse']
['1231', '97.00', '95.00', '97.00', '95.50', '348', 'tse']
['1232', '145.00', '144.00', '145.00', '144.50', '132', 'tse']
['1233', '33.50', '33.30', '33.50', '33.30', '16', 'tse']
['1234', '41.95', '41.10', '41.95', '41.10', '322', 'tse']
['1235', '82.40', '81.30', '81.90', '81.70', '15', 'tse']
['1236', '23.40', '23.20', '23.40', '23.25', '19', 'tse']
['1240', '52.20', '50.60', '52.20', '50.70', '45', 'otc']
['1256', '223.00', '216.50', '223.00', '218.00', '31', 'tse']
['1259', '74.30', '73.60', '73.60', '74.10', '3', 'otc']
['1264', '304.00', '302.50', '303.50', '304.00', '13', 'otc']
['1268', '151.00', '147.50', '151.00', '148.50', '181', 'otc']
['1301', '69.50', '68.00', '69.50', '68.00', '9995', 'tse']
['1303', '56.80', '55.20', '56.50', '55.50', '9522', 'tse']
['1304', '16.95', '16.15', '16.85', '16.20', '4138', 'tse']
['1305', '18.75', '18.05', '18.75', '18.20', '2316', 'tse']
['1307', '28.95', '28.10', '28.95', '28.30', '939', 'tse']
['1308', '19.60', '18.95', '19.60', '18.95', '1796', 'tse']
['1309', '15.85', '15.10', '15.85', '15.30', '915', 'tse']
['1310', '13.10', '12.75', '13.10', '12.90', '2378', 'tse']
['1312', '13.35', '12.95', '13.30', '12.95', '3736', 'tse']
['1313', '13.80', '13.40', '13.80', '13.40', '1652', 'tse']
['1314', '9.69', '9.37', '9.67', '9.41', '20422', 'tse']
['1315', '71.50', '71.00', '71.50', '71.00', '50', 'tse']
['1316', '18.65', '17.80', '18.55', '17.90', '8428', 'tse']
['1319', '131.00', '124.00', '127.50', '126.50', '6254', 'tse']
