['1101', '32.95', '32.45', '32.50', '32.70', '23247', 'tse']
['1303', '58.90', '58.20', '58.80', '58.30', '6227', 'tse']
['1304', '16.70', '16.45', '16.60', '16.50', '1697', 'tse']
['1305', '19.25', '18.90', '19.00', '19.10', '1642', 'tse']
['1307', '30.45', '29.65', '30.40', '29.70', '793', 'tse']
['1308', '19.90', '19.70', '19.75', '19.75', '766', 'tse']
['1309', '16.30', '16.05', '16.20', '16.15', '509', 'tse']
['1310', '13.60', '13.50', '13.55', '13.50', '460', 'tse']
['1312', '13.75', '13.55', '13.65', '13.70', '1824', 'tse']
['1313', '13.90', '13.65', '13.70', '13.75', '2114', 'tse']
['1314', '9.97', '9.84', '9.90', '9.89', '21763', 'tse']
['1315', '73.90', '73.50', '73.50', '73.70', '99', 'tse']
['1316', '20.50', '19.65', '20.50', '19.95', '9251', 'tse']
['1319', '124.00', '121.00', '123.50', '123.00', '2179', 'tse']
['1321', '36.35', '34.95', '35.00', '36.35', '341', 'tse']
['1323', '31.20', '31.00', '31.00', '31.10', '35', 'tse']
['1324', '15.40', '15.05', '15.30', '15.10', '127', 'tse']
['1325', '29.75', '29.30', '29.30', '29.55', '292', 'tse']
['1326', '56.50', '56.00', '56.00', '56.10', '3512', 'tse']
['1336', '19.95', '19.65', '19.85', '19.80', '57', 'otc']
['1337', '7.38', '7.18', '7.18', '7.28', '459', 'tse']
['1338', '35.65', '34.95', '35.65', '35.15', '225', 'tse']
['1339', '71.70', '69.90', '71.70', '69.90', '228', 'tse']
['1340', '10.00', '9.98', '10.00', '9.99', '65', 'tse']
['1341', '63.40', '63.10', '63.40', '63.40', '43', 'tse']
['1342', '134.00', '130.50', '133.50', '131.00', '457', 'tse']
['1402', '33.00', '32.60', '32.70', '32.70', '3385', 'tse']
['1409', '16.25', '16.00', '16.05', '16.15', '3162', 'tse']
['1410', '35.80', '35.50', '35.65', '35.60', '66', 'tse']
['1413', '9.44', '9.00', '9.05', '9.28', '318', 'tse']
['1414', '18.95', '18.50', '18.95', '18.65', '331', 'tse']
['1416', '12.55', '12.25', '12.50', '12.45', '1469', 'tse']
['1417', '11.45', '11.35', '11.40', '11.40', '469', 'tse']
['1418', '34.15', '33.25', '33.65', '33.95', '105', 'tse']
['1419', '47.70', '46.80', '46.80', '47.40', '62', 'tse']
['1423', '31.20', '31.00', '31.10', '31.10', '47', 'tse']
['1432', '18.40', '18.15', '18.30', '18.20', '301', 'tse']
['1434', '22.85', '22.60', '22.70', '22.75', '1423', 'tse']
['1435', '--', '--', '--', '--', '0', 'tse']
['1436', '110.50', '108.50', '108.50', '110.00', '122', 'tse']
['1437', '33.40', '32.85', '33.40', '32.85', '193', 'tse']
['1438', '52.00', '49.60', '49.70', '51.20', '386', 'tse']
['1439', '27.15', '26.85', '27.00', '26.95', '68', 'tse']
['1440', '16.30', '16.05', '16.15', '16.10', '2086', 'tse']
['1441', '13.60', '13.40', '13.60', '13.45', '29', 'tse']
['1442', '46.45', '45.50', '46.45', '46.10', '1754', 'tse']
['1443', '29.15', '28.95', '28.95', '29.00', '16', 'tse']
['1444', '9.32', '9.24', '9.24', '9.27', '1397', 'tse']
['1445', '22.35', '22.10', '22.35', '22.25', '820', 'tse']
['1446', '35.45', '34.75', '34.95', '34.85', '135', 'tse']
['1447', '8.08', '8.02', '8.03', '8.05', '633', 'tse']
['1449', '19.45', '19.15', '19.45', '19.20', '320', 'tse']
['1451', '19.75', '19.45', '19.45', '19.60', '302', 'tse']
['1452', '16.95', '16.80', '16.85', '16.95', '139', 'tse']
['1453', '19.25', '19.25', '19.25', '19.25', '910', 'tse']
['1454', '16.40', '16.00', '16.40', '16.05', '30', 'tse']
['1455', '14.60', '14.20', '14.50', '14.25', '3614', 'tse']
['1456', '21.15', '19.70', '21.10', '20.30', '495', 'tse']
['1457', '20.55', '20.15', '20.25', '20.50', '685', 'tse']
['1459', '10.10', '9.93', '9.98', '9.93', '140', 'tse']
['1460', '8.35', '8.08', '8.35', '8.14', '1598', 'tse']
['1463', '18.90', '18.60', '18.90', '18.65', '152', 'tse']
['1464', '13.30', '13.15', '13.20', '13.20', '536', 'tse']
['1465', '15.25', '15.00', '15.20', '15.05', '201', 'tse']
['1466', '12.95', '12.80', '12.80', '12.90', '105', 'tse']
['1467', '11.95', '11.60', '11.65', '11.65', '5943', 'tse']
['1468', '13.90', '13.50', '13.60', '13.90', '69', 'tse']
['1470', '20.20', '19.35', '19.70', '19.90', '45', 'tse']
['1471', '16.20', '15.95', '16.00', '15.95', '661', 'tse']
['1472', '77.00', '72.80', '77.00', '73.00', '129', 'tse']
['1473', '31.80', '31.25', '31.40', '31.25', '673', 'tse']
['1474', '12.85', '12.60', '12.65', '12.80', '335', 'tse']
['1475', '51.60', '50.50', '51.40', '50.50', '222', 'tse']
['1476', '555.00', '545.00', '545.00', '554.00', '405', 'tse']
['1477', '389.50', '376.00', '377.00', '387.50', '2939', 'tse']
['1503', '358.00', '311.00', '346.00', '316.00', '32256', 'tse']
['1504', '57.60', '56.20', '57.50', '56.20', '12183', 'tse']
['1506', '16.10', '16.00', '16.10', '16.05', '230', 'tse']
['1512', '10.60', '10.40', '10.50', '10.60', '18', 'tse']
['1513', '191.00', '179.00', '187.50', '183.00', '58903', 'tse']
['1514', '140.50', '128.50', '132.00', '140.50', '104404', 'tse']
['1515', '52.30', '50.20', '51.00', '51.00', '4675', 'tse']
['1516', '17.80', '17.20', '17.20', '17.55', '320', 'tse']
['1517', '16.15', '15.95', '16.05', '15.95', '332', 'tse']
['1519', '894.00', '811.00', '859.00', '857.00', '7210', 'tse']
['1521', '40.30', '39.75', '40.00', '39.80', '73', 'tse']
['1522', '58.70', '56.90', '58.70', '57.50', '5034', 'tse']
['1524', '37.60', '36.90', '37.55', '37.10', '4492', 'tse']
['1525', '73.80', '73.50', '73.60', '73.60', '33', 'tse']
['1526', '34.20', '33.80', '33.80', '34.15', '104', 'tse']
['1527', '43.60', '43.25', '43.25', '43.45', '700', 'tse']
['1528', '13.50', '13.00', '13.50', '13.00', '1131', 'tse']
['1529', '36.20', '35.15', '35.40', '35.35', '3782', 'tse']
['1530', '32.20', '32.00', '32.15', '32.10', '149', 'tse']
['1531', '13.60', '13.40', '13.40', '13.50', '164', 'tse']
['1532', '39.00', '38.45', '38.55', '38.90', '2097', 'tse']
['1533', '48.95', '47.70', '47.90', '48.35', '102', 'tse']
['1535', '78.60', '75.00', '75.30', '78.40', '1207', 'tse']
['1536', '55.90', '52.00', '52.60', '55.20', '6179', 'tse']
['1537', '139.50', '138.50', '139.00', '139.50', '140', 'tse']
['1538', '18.95', '18.85', '18.85', '18.90', '13', 'tse']
['1539', '25.50', '25.00', '25.35', '25.15', '252', 'tse']
['1540', '19.60', '19.25', '19.30', '19.45', '577', 'tse']
['1541', '32.05', '31.85', '32.05', '32.00', '25', 'tse']
['1558', '98.10', '97.40', '97.60', '97.90', '68', 'tse']
['1560', '262.00', '257.50', '258.50', '257.50', '1509', 'tse']
['1565', '191.00', '189.50', '189.50', '191.00', '98', 'otc']
['1568', '31.15', '30.55', '30.70', '30.95', '446', 'tse']
['1569', '25.60', '25.00', '25.00', '25.05', '196', 'otc']
['1570', '41.35', '40.00', '40.60', '40.20', '1155', 'otc']
['1580', '156.00', '152.00', '153.00', '154.50', '513', 'otc']
['1582', '90.60', '89.40', '89.60', '89.70', '1787', 'tse']
['1583', '77.90', '76.40', '76.70', '76.50', '84', 'tse']
['1584', '37.25', '36.20', '36.60', '36.35', '9609', 'otc']
['1586', '32.05', '31.85', '31.90', '31.95', '55', 'otc']
['1587', '41.60', '38.00', '39.25', '41.50', '4843', 'tse']
['1589', '51.60', '50.80', '51.50', '50.80', '594', 'tse']
['1590', '1,200.00', '1,155.00', '1,160.00', '1,175.00', '1123', 'tse']
['1591', '64.00', '61.90', '63.20', '62.60', '313', 'otc']
['1593', '48.10', '46.85', '46.90', '47.70', '26', 'otc']
['1595', '36.40', '36.10', '36.30', '36.15', '7', 'otc']
['1597', '76.40', '74.20', '74.20', '75.60', '1371', 'tse']
['1598', '31.60', '31.35', '31.50', '31.40', '249', 'tse']
['1599', '32.25', '32.00', '32.25', '32.05', '24', 'otc']
['1603', '46.30', '44.60', '45.15', '45.95', '11444', 'tse']
['1604', '30.35', '30.15', '30.25', '30.30', '2936', 'tse']
['1605', '39.20', '38.30', '39.10', '39.00', '37340', 'tse']
['1608', '38.55', '35.25', '37.00', '35.35', '61146', 'tse']
['1609', '48.30', '45.70', '47.00', '46.70', '113515', 'tse']
['1611', '17.60', '17.20', '17.25', '17.30', '1284', 'tse']
['1612', '34.90', '33.60', '34.35', '34.15', '10008', 'tse']
['1614', '39.35', '39.10', '39.25', '39.35', '119', 'tse']
['1615', '61.00', '58.70', '61.00', '60.40', '622', 'tse']
['1616', '22.40', '21.50', '22.00', '21.50', '2003', 'tse']
['1617', '19.30', '18.40', '18.90', '18.40', '820', 'tse']
['1618', '40.95', '38.65', '40.00', '39.70', '14407', 'tse']
['1626', '16.05', '16.00', '16.05', '16.05', '63', 'tse']
['1701', '23.15', '22.90', '23.10', '23.05', '778', 'tse']
['1702', '58.00', '57.40', '58.00', '57.80', '568', 'tse']
['1707', '161.00', '160.00', '161.00', '161.00', '205', 'tse']
['1708', '31.45', '31.30', '31.35', '31.35', '414', 'tse']
['1709', '20.00', '19.70', '19.75', '20.00', '686', 'tse']
['1710', '18.40', '18.10', '18.10', '18.20', '1794', 'tse']
['1711', '20.85', '20.55', '20.60', '20.70', '1277', 'tse']
['1712', '39.30', '38.85', '39.00', '38.90', '386', 'tse']
['1713', '46.50', '44.55', '45.60', '45.75', '953', 'tse']
['1714', '8.89', '8.83', '8.89', '8.84', '776', 'tse']
['1717', '33.55', '32.65', '32.80', '32.75', '9218', 'tse']
['1718', '7.51', '7.43', '7.49', '7.45', '2013', 'tse']
['1720', '66.50', '65.50', '66.50', '65.70', '640', 'tse']
['1721', '15.25', '14.70', '14.70', '14.95', '1309', 'tse']
['1722', '64.10', '63.50', '64.00', '63.60', '1696', 'tse']
['1723', '118.50', '116.50', '117.50', '116.50', '614', 'tse']
['1725', '36.00', '34.15', '35.90', '34.15', '516', 'tse']
['1726', '79.90', '79.20', '79.90', '79.80', '13', 'tse']
['1727', '29.90', '29.30', '29.55', '29.50', '478', 'tse']
['1730', '56.70', '56.40', '56.40', '56.60', '37', 'tse']
['1731', '24.80', '24.50', '24.65', '24.65', '513', 'tse']
['1732', '28.45', '28.10', '28.10', '28.20', '61', 'tse']
['1733', '36.30', '34.70', '34.85', '35.65', '2251', 'tse']
['1734', '38.00', '37.60', '38.00', '37.75', '1288', 'tse']
['1735', '17.30', '17.15', '17.15', '17.20', '13', 'tse']
['1736', '77.00', '73.70', '76.80', '75.80', '5156', 'tse']
['1737', '33.85', '33.70', '33.85', '33.75', '227', 'tse']
['1742', '17.00', '16.80', '17.00', '17.00', '61', 'otc']
['1752', '47.35', '46.60', '47.10', '46.95', '212', 'tse']
['1760', '111.00', '108.00', '109.50', '108.00', '821', 'tse']
['1762', '48.90', '48.20', '48.20', '48.30', '284', 'tse']
['1773', '192.00', '187.50', '191.50', '188.00', '917', 'tse']
['1776', '17.35', '17.10', '17.25', '17.30', '29', 'tse']
['1777', '83.50', '83.00', '83.10', '83.00', '42', 'otc']
['1781', '16.05', '15.45', '15.95', '15.50', '172', 'otc']
['1783', '46.25', '45.35', '45.60', '46.10', '177', 'tse']
['1784', '66.80', '65.80', '66.00', '66.20', '218', 'otc']
['1785', '50.40', '49.05', '50.00', '49.05', '10587', 'otc']
['1786', '119.00', '105.00', '119.00', '105.00', '9621', 'tse']
['1788', '140.50', '139.50', '140.00', '139.50', '21', 'otc']
['1789', '29.20', '28.15', '28.20', '28.70', '3796', 'tse']
['1795', '332.50', '317.00', '323.00', '326.50', '11054', 'tse']
['1796', '64.50', '62.10', '62.50', '62.50', '79', 'otc']
['1799', '68.70', '66.00', '66.00', '67.10', '93', 'otc']
['1802', '17.75', '17.60', '17.60', '17.65', '2244', 'tse']
['1805', '20.25', '19.30', '20.00', '19.80', '764', 'tse']
['1806', '10.10', '9.89', '9.89', '10.10', '684', 'tse']
['1808', '116.50', '114.00', '115.50', '114.50', '3005', 'tse']
['1809', '27.00', '26.20', '26.90', '26.30', '2860', 'tse']
['1810', '18.15', '17.60', '17.60', '17.80', '1410', 'tse']
['1813', '20.45', '20.20', '20.40', '20.45', '22', 'otc']
['1815', '19.40', '18.85', '19.00', '18.90', '11488', 'otc']
['1817', '38.60', '37.70', '38.55', '38.05', '331', 'tse']
['1903', '60.90', '59.40', '59.60', '59.50', '472', 'tse']
['1904', '29.60', '29.20', '29.20', '29.30', '1431', 'tse']
['1905', '24.00', '23.30', '23.35', '23.35', '6845', 'tse']
['1906', '15.75', '15.55', '15.65', '15.70', '878', 'tse']
['1907', '30.50', '30.05', '30.10', '30.20', '1400', 'tse']
['1909', '15.30', '15.05', '15.20', '15.10', '1721', 'tse']
['2002', '26.25', '25.55', '26.15', '25.60', '47712', 'tse']
['2006', '73.30', '72.20', '73.20', '72.30', '1696', 'tse']
['2007', '12.65', '11.60', '12.25', '11.90', '9800', 'tse']
['2008', '23.50', '22.95', '23.50', '22.95', '85', 'tse']
['2009', '53.50', '49.95', '51.10', '51.50', '60401', 'tse']
['2010', '21.95', '21.10', '21.90', '21.20', '3577', 'tse']
['2012', '24.65', '24.25', '24.35', '24.40', '167', 'tse']
['2013', '65.10', '62.50', '63.50', '62.60', '890', 'tse']
['2014', '25.45', '24.10', '25.20', '24.10', '38015', 'tse']
['2015', '73.10', '72.80', '73.00', '72.80', '788', 'tse']
['2017', '15.40', '15.00', '15.30', '15.15', '2723', 'tse']
['2020', '38.90', '38.20', '38.90', '38.45', '1957', 'tse']
['2022', '12.90', '12.55', '12.80', '12.60', '4164', 'tse']
['2023', '16.65', '16.00', '16.65', '16.00', '5578', 'tse']
['2024', '21.55', '21.25', '21.50', '21.35', '24', 'tse']
['2025', '13.20', '12.60', '13.05', '12.95', '17283', 'tse']
['2027', '37.80', '36.90', '37.80', '37.00', '7878', 'tse']
['2028', '30.10', '28.45', '30.00', '28.60', '2401', 'tse']
['2029', '30.75', '29.75', '30.30', '29.80', '917', 'tse']
['2030', '19.60', '18.95', '19.60', '18.95', '1018', 'tse']
['2031', '65.20', '61.70', '64.60', '61.70', '4425', 'tse']
['2032', '19.40', '18.10', '19.10', '18.55', '2623', 'tse']
['2033', '18.00', '17.10', '18.00', '17.70', '959', 'tse']
['2034', '26.25', '25.70', '26.25', '25.75', '450', 'tse']
['2035', '32.30', '32.00', '32.00', '32.20', '5', 'otc']
['2038', '22.30', '21.00', '21.95', '21.15', '7836', 'tse']
['2049', '267.00', '261.00', '262.50', '262.00', '2510', 'tse']
['2059', '1,380.00', '1,340.00', '1,370.00', '1,345.00', '1107', 'tse']
['2061', '17.25', '16.55', '17.05', '16.60', '144', 'otc']
['2062', '29.65', '28.60', '29.15', '28.70', '1087', 'tse']
['2063', '55.30', '54.80', '54.90', '55.10', '321', 'otc']
['2064', '15.60', '15.20', '15.50', '15.20', '85', 'otc']
['2065', '63.90', '63.30', '63.70', '63.60', '111', 'otc']
['2066', '135.50', '125.50', '127.50', '126.50', '3536', 'otc']
['2067', '12.65', '12.30', '12.30', '12.60', '14', 'otc']
['2069', '17.10', '16.55', '17.05', '16.65', '332', 'tse']
['2070', '36.30', '35.50', '35.50', '36.15', '93', 'otc']
['2073', '30.55', '29.95', '30.05', '30.20', '20', 'otc']
['2101', '42.70', '41.85', '42.50', '42.00', '5902', 'tse']
['2102', '17.70', '17.40', '17.45', '17.60', '272', 'tse']
['2103', '24.20', '23.30', '23.30', '24.00', '4009', 'tse']
['2104', '17.65', '17.50', '17.60', '17.60', '1091', 'tse']
['2105', '49.80', '48.95', '49.80', '49.10', '3051', 'tse']
['2106', '33.40', '32.70', '32.95', '33.25', '1818', 'tse']
['2107', '25.45', '25.15', '25.25', '25.45', '694', 'tse']
['2108', '33.95', '33.55', '33.55', '33.75', '564', 'tse']
['2109', '17.75', '17.40', '17.70', '17.45', '1418', 'tse']
['2114', '109.50', '109.00', '109.00', '109.50', '22', 'tse']
['2115', '30.75', '30.40', '30.75', '30.45', '200', 'tse']
['2201', '69.90', '68.80', '69.50', '69.90', '3148', 'tse']
['2204', '141.00', '136.00', '137.00', '139.00', '3835', 'tse']
['2206', '76.00', '74.80', '75.80', '74.80', '3779', 'tse']
['2207', '655.00', '647.00', '647.00', '648.00', '80', 'tse']
['2208', '20.00', '19.20', '19.20', '19.50', '17963', 'tse']
['2211', '136.00', '129.00', '133.50', '132.50', '2399', 'tse']
['2221', '34.35', '33.90', '34.35', '34.00', '35', 'otc']
['2227', '134.00', '132.00', '133.50', '133.00', '45', 'tse']
['2228', '105.00', '102.50', '103.50', '104.50', '351', 'tse']
['2230', '173.00', '169.50', '173.00', '171.00', '425', 'otc']
['2231', '115.00', '113.00', '114.00', '114.00', '250', 'tse']
['2233', '135.50', '134.00', '134.00', '134.50', '149', 'tse']
['2235', '48.75', '48.25', '48.75', '48.55', '9', 'otc']
['2236', '80.50', '76.60', '79.90', '77.00', '809', 'tse']
['2239', '58.90', '58.20', '58.60', '58.70', '124', 'tse']
['2241', '38.90', '37.60', '38.75', '37.60', '1278', 'tse']
['2243', '14.35', '14.10', '14.25', '14.20', '91', 'tse']
['2247', '318.00', '314.00', '314.00', '316.00', '58', 'tse']
['2250', '105.00', '101.00', '101.00', '102.50', '176', 'tse']
['2254', '91.60', '85.00', '90.60', '89.60', '423', 'tse']
['2258', '44.65', '44.20', '44.65', '44.30', '112', 'tse']
['2301', '105.00', '103.50', '104.50', '103.50', '12624', 'tse']
['2302', '17.85', '17.60', '17.65', '17.80', '386', 'tse']
['2303', '53.60', '52.40', '52.70', '53.20', '103375', 'tse']
['2305', '24.70', '24.40', '24.50', '24.60', '236', 'tse']
['2308', '336.00', '328.00', '334.50', '328.00', '6887', 'tse']
['2312', '15.35', '15.10', '15.10', '15.10', '6104', 'tse']
['2313', '83.40', '81.70', '82.00', '81.80', '20974', 'tse']
['2314', '35.10', '33.70', '34.15', '34.55', '2894', 'tse']
['2316', '48.20', '44.15', '47.45', '45.50', '10778', 'tse']
['2317', '160.00', '154.00', '159.00', '154.50', '98947', 'tse']
['2321', '17.60', '16.55', '16.90', '16.55', '7', 'tse']
['2323', '12.55', '12.25', '12.55', '12.25', '7176', 'tse']
['2324', '37.35', '36.55', '36.70', '36.60', '25704', 'tse']
['2327', '627.00', '615.00', '616.00', '621.00', '2241', 'tse']
['2328', '35.45', '34.95', '35.25', '35.15', '2760', 'tse']
['2329', '70.30', '65.40', '65.50', '69.70', '52447', 'tse']
['2330', '819.00', '810.00', '815.00', '815.00', '31109', 'tse']
['2331', '32.40', '31.45', '31.75', '31.45', '6953', 'tse']
['2332', '18.60', '18.30', '18.40', '18.35', '2459', 'tse']
['2337', '28.15', '27.60', '27.70', '27.85', '7359', 'tse']
['2338', '72.70', '70.90', '71.20', '71.60', '3057', 'tse']
['2340', '40.90', '40.05', '40.05', '40.80', '1988', 'tse']
['2342', '32.95', '31.90', '31.95', '32.40', '575', 'tse']
['2344', '28.20', '26.90', '27.05', '27.55', '71326', 'tse']
['2345', '482.50', '466.00', '468.50', '476.00', '3022', 'tse']
['2347', '76.90', '75.50', '76.50', '76.80', '3437', 'tse']
['2348', '157.00', '147.00', '147.50', '153.50', '1218', 'tse']
['2349', '7.80', '7.70', '7.77', '7.74', '1060', 'tse']
['2351', '104.00', '102.50', '103.00', '103.00', '609', 'tse']
['2352', '43.55', '43.05', '43.05', '43.15', '5608', 'tse']
['2353', '48.50', '46.85', '47.10', '47.15', '64127', 'tse']
['2354', '63.50', '61.10', '63.30', '61.20', '24767', 'tse']
['2355', '47.95', '46.80', '47.80', '46.80', '3488', 'tse']
['2356', '58.70', '57.60', '58.30', '57.80', '24678', 'tse']
['2357', '446.50', '433.00', '433.00', '435.00', '4973', 'tse']
['2359', '101.00', '96.60', '100.00', '100.50', '2845', 'tse']
['2360', '270.00', '256.00', '262.50', '259.00', '2729', 'tse']
['2362', '43.65', '42.30', '42.75', '42.50', '3189', 'tse']
['2363', '53.30', '48.85', '50.00', '53.20', '188479', 'tse']
['2364', '92.30', '91.10', '92.30', '91.80', '111', 'tse']
['2365', '23.45', '22.40', '23.20', '22.40', '14159', 'tse']
['2367', '27.35', '26.25', '27.00', '26.30', '25892', 'tse']
['2368', '241.00', '230.50', '238.00', '230.50', '6425', 'tse']
['2369', '25.60', '24.85', '25.20', '24.95', '6338', 'tse']
['2371', '56.90', '55.40', '56.80', '55.60', '39342', 'tse']
['2373', '74.30', '74.00', '74.00', '74.10', '48', 'tse']
['2374', '33.95', '32.20', '33.95', '32.20', '13773', 'tse']
['2375', '64.60', '63.90', '64.50', '64.00', '507', 'tse']
['2376', '348.00', '320.00', '347.00', '320.00', '34890', 'tse']
['2377', '175.00', '172.00', '174.00', '172.50', '2777', 'tse']
['2379', '577.00', '566.00', '568.00', '571.00', '2218', 'tse']
['2380', '6.90', '6.78', '6.79', '6.81', '167', 'tse']
['2382', '291.00', '282.00', '290.00', '282.00', '34153', 'tse']
['2383', '438.00', '400.00', '438.00', '405.50', '15604', 'tse']
['2385', '218.00', '214.00', '216.00', '215.50', '2106', 'tse']
['2387', '63.90', '62.40', '62.80', '62.70', '1515', 'tse']
['2388', '132.00', '129.50', '130.00', '131.50', '4159', 'tse']
['2390', '13.55', '13.30', '13.30', '13.45', '488', 'tse']
['2392', '46.70', '46.30', '46.30', '46.65', '1667', 'tse']
['2393', '61.80', '58.90', '58.90', '61.50', '9217', 'tse']
['2395', '393.50', '383.50', '392.00', '384.00', '952', 'tse']
['2397', '68.90', '67.90', '67.90', '68.00', '110', 'tse']
['2399', '23.25', '22.95', '23.00', '23.05', '868', 'tse']
['2401', '28.45', '28.15', '28.15', '28.30', '2016', 'tse']
['2402', '35.65', '35.00', '35.40', '35.00', '5016', 'tse']
['2404', '409.00', '393.00', '400.00', '404.50', '2914', 'tse']
['2405', '19.90', '19.40', '19.40', '19.60', '10540', 'tse']
['2406', '20.80', '19.35', '19.35', '20.80', '7854', 'tse']
['2408', '71.40', '68.40', '68.70', '70.20', '34048', 'tse']
['2409', '19.35', '18.70', '18.90', '18.70', '57235', 'tse']
['2412', '126.00', '125.50', '125.50', '126.00', '5385', 'tse']
['2413', '26.75', '26.50', '26.50', '26.55', '152', 'tse']
['2414', '36.95', '36.85', '36.85', '36.85', '140', 'tse']
['2415', '30.45', '30.05', '30.15', '30.30', '96', 'tse']
['2417', '45.15', '43.85', '43.90', '43.90', '2111', 'tse']
['2419', '33.50', '32.70', '33.50', '32.80', '972', 'tse']
['2420', '55.00', '54.20', '54.50', '54.30', '267', 'tse']
['2421', '129.00', '123.00', '128.50', '123.00', '7453', 'tse']
['2423', '41.80', '41.35', '41.35', '41.55', '394', 'tse']
['2424', '29.30', '29.30', '29.30', '29.30', '4', 'tse']
['2425', '46.90', '45.10', '45.25', '45.60', '1341', 'tse']
['2426', '18.50', '18.20', '18.20', '18.25', '676', 'tse']
['2427', '30.40', '27.05', '30.35', '27.20', '22411', 'tse']
['2428', '171.00', '168.00', '169.00', '168.00', '333', 'tse']
['2429', '19.80', '19.35', '19.40', '19.70', '26', 'tse']
['2430', '37.65', '37.45', '37.55', '37.50', '144', 'tse']
['2431', '13.85', '13.35', '13.35', '13.65', '1004', 'tse']
['2432', '39.85', '39.00', '39.85', '39.65', '14', 'tse']
['2433', '53.30', '53.10', '53.10', '53.10', '49', 'tse']
['2434', '32.25', '31.50', '31.50', '31.85', '9', 'tse']
['2436', '64.20', '62.40', '62.40', '63.60', '1498', 'tse']
['2438', '22.80', '22.15', '22.15', '22.15', '123', 'tse']
['2439', '130.00', '123.00', '123.50', '128.00', '8035', 'tse']
['2440', '16.15', '15.30', '16.05', '15.75', '2064', 'tse']
['2441', '63.90', '63.30', '63.90', '63.50', '582', 'tse']
['2442', '27.55', '26.80', '26.85', '27.25', '1853', 'tse']
['2444', '11.75', '11.35', '11.45', '11.75', '340', 'tse']
['2449', '109.00', '106.00', '107.00', '106.00', '12419', 'tse']
['2450', '39.35', '39.10', '39.10', '39.35', '181', 'tse']
['2451', '95.40', '92.20', '92.20', '94.00', '2193', 'tse']
['2453', '65.70', '62.80', '63.80', '62.80', '2808', 'tse']
['2454', '1,215.00', '1,165.00', '1,170.00', '1,195.00', '6687', 'tse']
['2455', '169.00', '164.00', '168.50', '165.00', '2184', 'tse']
['2457', '54.60', '53.50', '53.80', '54.10', '2477', 'tse']
['2458', '161.00', '157.00', '158.50', '158.50', '2169', 'tse']
['2459', '70.10', '69.60', '69.70', '69.80', '395', 'tse']
['2460', '37.80', '36.65', '37.80', '37.20', '1315', 'tse']
['2461', '25.15', '24.45', '24.80', '24.45', '1645', 'tse']
['2462', '35.75', '35.35', '35.50', '35.55', '534', 'tse']
['2464', '58.50', '53.80', '55.60', '55.20', '39874', 'tse']
['2465', '124.00', '120.00', '120.00', '121.50', '1264', 'tse']
['2466', '37.60', '37.05', '37.60', '37.10', '15', 'tse']
['2467', '136.00', '130.00', '136.00', '131.50', '4119', 'tse']
['2468', '30.55', '29.85', '30.00', '29.95', '405', 'tse']
['2471', '60.90', '59.70', '60.50', '60.20', '476', 'tse']
['2472', '76.00', '74.50', '75.90', '74.50', '1250', 'tse']
['2474', '211.00', '208.50', '210.00', '209.50', '1377', 'tse']
['2476', '83.00', '79.20', '80.20', '79.90', '8658', 'tse']
['2477', '22.35', '21.95', '22.25', '22.10', '106', 'tse']
