['1101', '32.85', '32.20', '32.80', '32.65', '20178', 'tse']
['1102', '41.70', '41.15', '41.30', '41.45', '5880', 'tse']
['1103', '17.60', '17.20', '17.25', '17.45', '256', 'tse']
['1104', '33.25', '32.25', '32.25', '33.15', '2772', 'tse']
['1108', '16.70', '16.05', '16.20', '16.45', '2395', 'tse']
['1109', '19.35', '19.10', '19.20', '19.25', '413', 'tse']
['1110', '18.45', '18.20', '18.20', '18.40', '133', 'tse']
['1201', '18.55', '18.45', '18.45', '18.50', '315', 'tse']
['1203', '48.60', '47.80', '48.20', '48.60', '22', 'tse']
['1210', '56.20', '55.40', '55.50', '55.60', '1947', 'tse']
['1213', '7.19', '7.08', '7.08', '7.08', '47', 'tse']
['1215', '106.00', '103.50', '103.50', '104.50', '374', 'tse']
['1216', '76.20', '74.60', '74.60', '75.40', '7840', 'tse']
['1217', '11.90', '11.75', '11.75', '11.85', '833', 'tse']
['1218', '20.95', '20.60', '20.75', '20.80', '638', 'tse']
['1219', '18.70', '18.50', '18.55', '18.65', '456', 'tse']
['1220', '14.90', '14.70', '14.75', '14.85', '127', 'tse']
['1225', '57.50', '57.00', '57.20', '57.50', '25', 'tse']
['1227', '37.75', '37.50', '37.55', '37.60', '602', 'tse']
['1229', '66.90', '65.90', '66.30', '66.30', '1695', 'tse']
['1231', '96.10', '95.20', '95.50', '95.50', '152', 'tse']
['1232', '145.50', '144.00', '144.00', '145.00', '45', 'tse']
['1233', '33.70', '33.25', '33.30', '33.25', '15', 'tse']
['1234', '41.20', '41.05', '41.10', '41.15', '182', 'tse']
['1235', '82.10', '81.20', '81.70', '82.10', '24', 'tse']
['1236', '23.35', '23.20', '23.25', '23.30', '15', 'tse']
['1240', '51.40', '50.70', '50.70', '51.10', '12', 'otc']
['1256', '220.50', '216.50', '220.50', '217.00', '38', 'tse']
['1259', '74.00', '73.90', '74.00', '74.00', '9', 'otc']
['1264', '305.00', '303.00', '304.00', '303.00', '7', 'otc']
['1268', '149.50', '147.50', '148.50', '148.00', '47', 'otc']
['1301', '68.20', '67.60', '68.00', '67.80', '7339', 'tse']
['1303', '55.60', '54.80', '55.30', '55.00', '7889', 'tse']
['1304', '16.35', '16.20', '16.25', '16.20', '1713', 'tse']
['1305', '18.30', '18.15', '18.20', '18.15', '1191', 'tse']
['1307', '29.00', '28.30', '28.30', '28.70', '410', 'tse']
['1308', '19.05', '18.80', '18.95', '18.90', '744', 'tse']
['1309', '15.40', '15.20', '15.20', '15.30', '381', 'tse']
['1310', '13.00', '12.70', '12.80', '12.90', '512', 'tse']
['1312', '13.05', '12.95', '13.00', '12.95', '1356', 'tse']
['1313', '13.40', '13.30', '13.40', '13.35', '1005', 'tse']
['1314', '9.73', '9.46', '9.50', '9.60', '11495', 'tse']
['1315', '71.40', '70.90', '70.90', '71.00', '19', 'tse']
['1316', '18.40', '17.90', '18.20', '17.95', '5829', 'tse']
['1319', '133.00', '126.50', '129.00', '129.50', '7716', 'tse']
['1321', '37.50', '35.45', '35.45', '37.15', '1025', 'tse']
['1323', '31.20', '31.00', '31.00', '31.15', '23', 'tse']
['1324', '15.25', '14.90', '14.90', '15.00', '137', 'tse']
['1325', '28.35', '27.35', '27.35', '28.20', '304', 'tse']
['1326', '54.00', '53.40', '53.90', '53.60', '5466', 'tse']
['1336', '19.40', '19.10', '19.10', '19.25', '47', 'otc']
['1337', '7.26', '7.10', '7.13', '7.18', '344', 'tse']
['1338', '33.70', '33.35', '33.40', '33.65', '63', 'tse']
['1339', '70.90', '69.50', '69.50', '70.70', '227', 'tse']
['1340', '10.00', '9.92', '9.99', '10.00', '75', 'tse']
['1341', '63.40', '62.80', '62.80', '63.10', '17', 'tse']
['1342', '126.50', '124.00', '124.00', '125.00', '283', 'tse']
['1402', '32.10', '31.65', '31.85', '31.95', '6033', 'tse']
['1409', '16.30', '15.80', '15.85', '16.15', '3618', 'tse']
['1410', '34.95', '34.60', '34.60', '34.80', '25', 'tse']
['1413', '9.16', '9.02', '9.02', '9.16', '256', 'tse']
['1414', '18.75', '18.25', '18.40', '18.50', '406', 'tse']
['1416', '12.35', '12.15', '12.20', '12.30', '505', 'tse']
['1417', '11.25', '11.10', '11.10', '11.20', '212', 'tse']
['1418', '33.65', '32.55', '32.55', '33.00', '34', 'tse']
['1419', '47.15', '46.10', '46.10', '46.80', '37', 'tse']
['1423', '31.05', '31.00', '31.05', '31.00', '6', 'tse']
['1432', '17.95', '17.60', '17.60', '17.85', '161', 'tse']
['1434', '22.35', '22.10', '22.25', '22.20', '1217', 'tse']
['1435', '50.00', '48.00', '48.00', '48.50', '11', 'tse']
['1436', '112.00', '108.50', '109.00', '110.50', '171', 'tse']
['1437', '32.60', '31.90', '31.90', '32.05', '103', 'tse']
['1438', '53.30', '51.40', '51.40', '52.80', '325', 'tse']
['1439', '26.10', '25.90', '26.00', '26.05', '17', 'tse']
['1440', '15.70', '15.45', '15.50', '15.60', '931', 'tse']
['1441', '13.20', '13.05', '13.10', '13.20', '13', 'tse']
['1442', '49.80', '48.40', '48.60', '49.25', '2257', 'tse']
['1443', '28.85', '28.75', '28.85', '28.75', '3', 'tse']
['1444', '9.10', '8.96', '8.96', '9.10', '985', 'tse']
