['1101', '32.35', '31.90', '31.90', '32.35', '18734', 'tse']
['1102', '43.60', '43.00', '43.00', '43.60', '8594', 'tse']
['1103', '18.90', '17.90', '17.90', '18.75', '4861', 'tse']
['1104', '35.50', '33.70', '33.80', '35.15', '3605', 'tse']
['1108', '17.25', '16.85', '16.95', '17.20', '2554', 'tse']
['1109', '19.90', '19.35', '19.40', '19.85', '942', 'tse']
['1110', '20.45', '20.00', '20.20', '20.20', '578', 'tse']
['1201', '18.85', '18.65', '18.75', '18.85', '752', 'tse']
['1203', '49.75', '48.60', '48.60', '49.50', '15', 'tse']
['1210', '57.50', '57.10', '57.10', '57.50', '1546', 'tse']
['1213', '7.18', '7.03', '7.03', '7.16', '4', 'tse']
['1215', '107.50', '105.00', '105.00', '107.50', '615', 'tse']
['1216', '77.50', '76.60', '76.60', '77.30', '7512', 'tse']
['1217', '12.00', '11.85', '11.85', '11.95', '1656', 'tse']
['1218', '22.10', '21.50', '21.50', '21.90', '1865', 'tse']
['1219', '19.10', '18.90', '18.95', '19.05', '909', 'tse']
['1220', '16.90', '15.95', '15.95', '16.50', '3444', 'tse']
['1225', '60.00', '58.90', '58.90', '60.00', '46', 'tse']
['1227', '38.75', '38.10', '38.10', '38.75', '1114', 'tse']
['1229', '66.50', '65.50', '65.60', '66.50', '974', 'tse']
['1231', '97.70', '96.60', '96.80', '97.70', '149', 'tse']
['1232', '145.50', '144.00', '145.00', '145.00', '77', 'tse']
['1233', '33.60', '33.40', '33.40', '33.55', '11', 'tse']
['1234', '42.20', '41.90', '41.90', '42.20', '252', 'tse']
['1235', '82.30', '82.00', '82.00', '82.30', '7', 'tse']
['1236', '23.70', '23.60', '23.70', '23.65', '41', 'tse']
['1240', '52.80', '51.90', '52.00', '52.80', '67', 'otc']
['1256', '216.00', '212.50', '212.50', '216.00', '10', 'tse']
['1259', '75.10', '74.10', '74.10', '74.70', '18', 'otc']
['1264', '301.00', '300.50', '300.50', '301.00', '6', 'otc']
['1268', '156.50', '153.50', '154.50', '155.50', '243', 'otc']
['1301', '69.40', '68.10', '68.10', '69.30', '7474', 'tse']
['1303', '57.60', '55.70', '55.70', '57.60', '8855', 'tse']
['1304', '16.50', '16.10', '16.20', '16.40', '4654', 'tse']
['1305', '18.50', '17.85', '17.90', '18.50', '2147', 'tse']
['1307', '30.50', '28.90', '28.90', '30.25', '1116', 'tse']
