['1101', '32.05', '31.75', '31.90', '31.80', '16356', 'tse']
['1102', '43.00', '42.30', '42.40', '42.75', '5932', 'tse']
['1103', '17.95', '17.85', '17.85', '17.90', '459', 'tse']
['1104', '34.15', '33.65', '34.00', '33.65', '2094', 'tse']
['1108', '17.00', '16.75', '17.00', '16.80', '1003', 'tse']
['1109', '19.45', '19.30', '19.40', '19.35', '483', 'tse']
['1110', '20.45', '20.00', '20.20', '20.20', '469', 'tse']
['1201', '18.75', '18.65', '18.65', '18.65', '357', 'tse']
['1203', '49.30', '48.55', '48.55', '48.60', '17', 'tse']
['1210', '57.20', '56.60', '57.00', '57.00', '1485', 'tse']
['1213', '7.18', '7.03', '7.18', '7.16', '5', 'tse']
['1215', '105.50', '104.00', '104.00', '104.50', '311', 'tse']
['1216', '77.20', '75.70', '75.80', '76.50', '6162', 'tse']
['1217', '11.90', '11.80', '11.80', '11.85', '550', 'tse']
['1218', '21.50', '21.20', '21.45', '21.40', '626', 'tse']
['1219', '18.95', '18.80', '18.80', '18.95', '152', 'tse']
['1220', '15.50', '15.30', '15.45', '15.45', '280', 'tse']
['1225', '58.90', '58.60', '58.60', '58.90', '6', 'tse']
['1227', '38.35', '38.00', '38.15', '38.05', '383', 'tse']
['1229', '65.80', '65.20', '65.30', '65.50', '844', 'tse']
['1231', '96.90', '96.30', '96.90', '96.80', '58', 'tse']
['1232', '145.50', '145.00', '145.00', '145.00', '24', 'tse']
['1233', '33.40', '33.20', '33.30', '33.40', '12', 'tse']
['1234', '42.00', '41.80', '42.00', '41.90', '136', 'tse']
['1235', '82.50', '81.70', '81.80', '82.10', '16', 'tse']
['1236', '23.80', '23.70', '23.75', '23.70', '29', 'tse']
['1240', '52.60', '51.60', '52.60', '52.00', '21', 'otc']
['1256', '212.50', '212.00', '212.00', '212.50', '9', 'tse']
['1259', '74.10', '73.50', '73.50', '74.10', '3', 'otc']
['1264', '300.50', '300.00', '300.00', '300.00', '9', 'otc']
['1268', '155.50', '154.00', '154.00', '155.00', '203', 'otc']
['1301', '68.50', '67.60', '67.70', '67.70', '6593', 'tse']
['1303', '56.30', '55.50', '55.50', '55.60', '4450', 'tse']
['1304', '16.20', '16.00', '16.05', '16.10', '1694', 'tse']
['1305', '17.95', '17.75', '17.95', '17.90', '1524', 'tse']
['1307', '29.50', '28.65', '29.30', '28.95', '548', 'tse']
['1308', '19.20', '19.00', '19.15', '19.10', '642', 'tse']
['1309', '15.25', '15.10', '15.20', '15.10', '435', 'tse']
['1310', '13.25', '13.10', '13.25', '13.10', '535', 'tse']
['1312', '13.35', '13.10', '13.20', '13.30', '1396', 'tse']
['1313', '13.65', '13.40', '13.45', '13.60', '1321', 'tse']
['1314', '10.50', '10.05', '10.10', '10.25', '52099', 'tse']
['1315', '71.20', '71.00', '71.00', '71.10', '8', 'tse']
['1316', '19.20', '18.55', '18.65', '18.70', '8424', 'tse']
['1319', '120.00', '115.50', '118.00', '116.00', '2334', 'tse']
['1321', '39.25', '37.90', '38.30', '39.05', '865', 'tse']
['1323', '31.20', '31.00', '31.05', '31.20', '7', 'tse']
['1324', '15.50', '15.20', '15.45', '15.25', '182', 'tse']
['1325', '28.00', '27.40', '27.70', '27.50', '251', 'tse']
['1326', '54.40', '53.70', '53.70', '53.90', '3012', 'tse']
['1336', '19.35', '18.75', '19.30', '18.95', '570', 'otc']
['1337', '7.78', '7.62', '7.75', '7.70', '658', 'tse']
['1338', '34.00', '33.45', '33.50', '33.50', '51', 'tse']
['1339', '80.50', '73.50', '75.50', '78.30', '2091', 'tse']
['1340', '10.00', '9.97', '10.00', '10.00', '51', 'tse']
['1341', '65.10', '63.90', '65.10', '64.60', '21', 'tse']
['1342', '125.50', '120.50', '123.50', '121.00', '698', 'tse']
['1402', '32.45', '32.00', '32.40', '32.05', '5106', 'tse']
['1409', '16.95', '16.75', '16.85', '16.90', '4046', 'tse']
['1410', '36.35', '35.95', '35.95', '36.20', '17', 'tse']
['1413', '10.10', '9.13', '9.21', '10.10', '1240', 'tse']
['1414', '20.95', '20.20', '20.45', '20.60', '1289', 'tse']
['1416', '13.45', '12.95', '13.00', '13.40', '1447', 'tse']
['1417', '11.40', '11.15', '11.20', '11.35', '503', 'tse']
['1418', '32.20', '31.50', '31.55', '31.95', '91', 'tse']
['1419', '51.20', '50.30', '50.70', '50.30', '233', 'tse']
['1423', '31.50', '31.20', '31.25', '31.45', '72', 'tse']
['1432', '17.80', '17.60', '17.70', '17.75', '136', 'tse']
['1434', '22.65', '22.45', '22.50', '22.50', '777', 'tse']
['1435', '48.50', '48.00', '48.00', '48.00', '8', 'tse']
['1436', '138.50', '130.00', '133.00', '136.00', '849', 'tse']
['1437', '33.20', '32.55', '32.85', '32.80', '375', 'tse']
['1438', '55.00', '53.50', '54.40', '54.20', '213', 'tse']
['1439', '29.90', '28.05', '28.05', '28.40', '614', 'tse']
['1440', '20.45', '19.15', '19.80', '19.90', '71198', 'tse']
['1441', '13.35', '13.00', '13.05', '13.10', '36', 'tse']
['1442', '55.70', '52.70', '53.60', '55.20', '5420', 'tse']
['1443', '32.95', '31.10', '31.75', '32.00', '123', 'tse']
['1444', '9.50', '9.40', '9.40', '9.50', '1764', 'tse']
['1445', '22.40', '22.20', '22.40', '22.30', '440', 'tse']
['1446', '37.50', '35.25', '35.25', '37.25', '843', 'tse']
['1447', '8.04', '7.99', '8.00', '8.01', '1984', 'tse']
